Kod;Rodzaje towarów;Rok;Wartosc;Jednostka miary
5160000000;bilet do teatru;2006;23;zł
5160000000;bilet do teatru;2007;24,33;zł
5160000000;bilet do teatru;2008;26,33;zł
5160000000;bilet do teatru;2009;28,98;zł
5160000000;bilet do teatru;2010;30;zł
5160000000;bilet do teatru;2011;32;zł
5160000000;bilet do teatru;2012;33,87;zł
5160000000;bilet do teatru;2013;34,6;zł
5160000000;bilet do teatru;2014;37,68;zł
5160000000;bilet do teatru;2015;39;zł
5160000000;gazeta - dziennik lokalny;1999;0,82;zł
5160000000;gazeta - dziennik lokalny;2000;0,88;zł
5160000000;gazeta - dziennik lokalny;2001;1,14;zł
5160000000;gazeta - dziennik lokalny;2002;1,2;zł
5160000000;gazeta - dziennik lokalny;2003;1,2;zł
5160000000;gazeta - dziennik lokalny;2004;1,2;zł
5160000000;gazeta - dziennik lokalny;2005;1,2;zł
5160000000;gazeta - dziennik lokalny;2006;1,2;zł
5160000000;gazeta - dziennik lokalny;2007;1,21;zł
5160000000;gazeta - dziennik lokalny;2008;1,32;zł
5160000000;gazeta - dziennik lokalny;2009;1,47;zł
5160000000;gazeta - dziennik lokalny;2010;1,62;zł
5160000000;gazeta - dziennik lokalny;2011;1,75;zł
5160000000;gazeta - dziennik lokalny;2012;1,88;zł
5160000000;gazeta - dziennik lokalny;2013;1,95;zł
5160000000;gazeta - dziennik lokalny;2014;2,15;zł
5160000000;gazeta - dziennik lokalny;2015;2,33;zł
6040000000;bilet do kina;1999;8,19;zł
6040000000;bilet do kina;2000;8,98;zł
6040000000;bilet do kina;2001;9,65;zł
6040000000;bilet do kina;2002;10,09;zł
6040000000;bilet do kina;2003;10,11;zł
6040000000;bilet do kina;2004;10,77;zł
6040000000;bilet do kina;2005;10,98;zł
6040000000;bilet do kina;2006;12,31;zł
6040000000;bilet do kina;2007;12,62;zł
6040000000;bilet do kina;2008;13,95;zł
6040000000;bilet do kina;2009;16,22;zł
6040000000;bilet do kina;2010;16,31;zł
6040000000;bilet do kina;2011;16,57;zł
6040000000;bilet do kina;2012;17,5;zł
6040000000;bilet do kina;2013;18,55;zł
6040000000;bilet do kina;2014;20,17;zł
6040000000;bilet do kina;2015;20,38;zł
6040000000;bilet do teatru;1999;11,67;zł
6040000000;bilet do teatru;2000;13,72;zł
6040000000;bilet do teatru;2001;17,33;zł
6040000000;bilet do teatru;2002;19;zł
6040000000;bilet do teatru;2003;19;zł
6040000000;bilet do teatru;2004;19,58;zł
6040000000;bilet do teatru;2005;20;zł
6040000000;bilet do teatru;2006;22,5;zł
6040000000;bilet do teatru;2007;22,5;zł
6040000000;bilet do teatru;2008;24,17;zł
6040000000;bilet do teatru;2009;25;zł
6040000000;bilet do teatru;2010;25;zł
6040000000;bilet do teatru;2011;26,67;zł
6040000000;bilet do teatru;2012;30,42;zł
6040000000;bilet do teatru;2013;32,59;zł
6040000000;bilet do teatru;2014;32,51;zł
6040000000;bilet do teatru;2015;33,36;zł
6040000000;gazeta - dziennik lokalny;1999;0,79;zł
6040000000;gazeta - dziennik lokalny;2000;0,88;zł
6040000000;gazeta - dziennik lokalny;2001;1,09;zł
6040000000;gazeta - dziennik lokalny;2002;1,17;zł
6040000000;gazeta - dziennik lokalny;2003;1,2;zł
6040000000;gazeta - dziennik lokalny;2004;1,2;zł
6040000000;gazeta - dziennik lokalny;2005;1,2;zł
6040000000;gazeta - dziennik lokalny;2006;1,2;zł
6040000000;gazeta - dziennik lokalny;2007;1,24;zł
6040000000;gazeta - dziennik lokalny;2008;1,32;zł
6040000000;gazeta - dziennik lokalny;2009;1,5;zł
6040000000;gazeta - dziennik lokalny;2010;1,61;zł
6040000000;gazeta - dziennik lokalny;2011;1,75;zł
6040000000;gazeta - dziennik lokalny;2012;1,94;zł
6040000000;gazeta - dziennik lokalny;2013;2,01;zł
6040000000;gazeta - dziennik lokalny;2014;2,13;zł
6040000000;gazeta - dziennik lokalny;2015;2,24;zł
6220000000;bilet do kina;1999;8,96;zł
6220000000;bilet do kina;2000;10,53;zł
6220000000;bilet do kina;2001;11,25;zł
6220000000;bilet do kina;2002;11,78;zł
6220000000;bilet do kina;2003;12,01;zł
6220000000;bilet do kina;2004;12,93;zł
6220000000;bilet do kina;2005;13,56;zł
6220000000;bilet do kina;2006;13,53;zł
6220000000;bilet do kina;2007;13,92;zł
6220000000;bilet do kina;2008;14,41;zł
6220000000;bilet do kina;2009;14,91;zł
6220000000;bilet do kina;2010;15,84;zł
6220000000;bilet do kina;2011;16,37;zł
6220000000;bilet do kina;2012;17,26;zł
6220000000;bilet do kina;2013;18,7;zł
6220000000;bilet do kina;2014;18,75;zł
6220000000;bilet do kina;2015;19,97;zł
6220000000;bilet do teatru;1999;21,41;zł
6220000000;bilet do teatru;2000;27,04;zł
6220000000;bilet do teatru;2001;32,29;zł
6220000000;bilet do teatru;2002;38,96;zł
6220000000;bilet do teatru;2003;37,29;zł
6220000000;bilet do teatru;2004;42,78;zł
6220000000;bilet do teatru;2005;42,32;zł
6220000000;bilet do teatru;2006;40,97;zł
6220000000;bilet do teatru;2007;39,74;zł
6220000000;bilet do teatru;2008;39,18;zł
6220000000;bilet do teatru;2009;45,7;zł
6220000000;bilet do teatru;2010;57,08;zł
6220000000;bilet do teatru;2011;53,33;zł
6220000000;bilet do teatru;2012;53,36;zł
6220000000;bilet do teatru;2013;53,41;zł
6220000000;bilet do teatru;2014;53,34;zł
6220000000;bilet do teatru;2015;53,35;zł
6220000000;gazeta - dziennik lokalny;1999;0,76;zł
6220000000;gazeta - dziennik lokalny;2000;0,9;zł
6220000000;gazeta - dziennik lokalny;2001;1,1;zł
6220000000;gazeta - dziennik lokalny;2002;1,14;zł
6220000000;gazeta - dziennik lokalny;2003;1,24;zł
6220000000;gazeta - dziennik lokalny;2004;1,28;zł
6220000000;gazeta - dziennik lokalny;2005;1,28;zł
6220000000;gazeta - dziennik lokalny;2006;1,26;zł
6220000000;gazeta - dziennik lokalny;2007;1,27;zł
6220000000;gazeta - dziennik lokalny;2008;1,37;zł
6220000000;gazeta - dziennik lokalny;2009;1,46;zł
6220000000;gazeta - dziennik lokalny;2010;1,52;zł
6220000000;gazeta - dziennik lokalny;2011;1,64;zł
6220000000;gazeta - dziennik lokalny;2012;1,8;zł
6220000000;gazeta - dziennik lokalny;2013;1,88;zł
6220000000;gazeta - dziennik lokalny;2014;2,07;zł
6220000000;gazeta - dziennik lokalny;2015;2,21;zł
6280000000;bilet do kina;1999;8,53;zł
6280000000;bilet do kina;2000;9,56;zł
6280000000;bilet do kina;2001;10,84;zł
6280000000;bilet do kina;2002;11,5;zł
6280000000;bilet do kina;2003;12,71;zł
6280000000;bilet do kina;2004;12,73;zł
6280000000;bilet do kina;2005;12,92;zł
6280000000;bilet do kina;2006;13,65;zł
6280000000;bilet do kina;2007;14,31;zł
6280000000;bilet do kina;2008;14,5;zł
6280000000;bilet do kina;2009;14,71;zł
6280000000;bilet do kina;2010;15;zł
6280000000;bilet do kina;2011;14,46;zł
6280000000;bilet do kina;2012;15,05;zł
6280000000;bilet do kina;2013;15,63;zł
6280000000;bilet do kina;2014;15,3;zł
6280000000;bilet do kina;2015;15,73;zł
6280000000;bilet do teatru;1999;11,42;zł
6280000000;bilet do teatru;2000;14,75;zł
6280000000;bilet do teatru;2001;16,58;zł
6280000000;bilet do teatru;2002;15,75;zł
6280000000;bilet do teatru;2003;17,97;zł
6280000000;bilet do teatru;2004;18,86;zł
6280000000;bilet do teatru;2005;20,33;zł
6280000000;bilet do teatru;2006;21,42;zł
6280000000;bilet do teatru;2007;22;zł
6280000000;bilet do teatru;2008;22;zł
6280000000;bilet do teatru;2009;25,67;zł
6280000000;bilet do teatru;2010;27,5;zł
6280000000;bilet do teatru;2011;29;zł
6280000000;bilet do teatru;2012;32;zł
6280000000;bilet do teatru;2013;32,5;zł
6280000000;bilet do teatru;2014;34,58;zł
6280000000;bilet do teatru;2015;36,71;zł
6280000000;gazeta - dziennik lokalny;1999;0,79;zł
6280000000;gazeta - dziennik lokalny;2000;0,95;zł
6280000000;gazeta - dziennik lokalny;2001;1,14;zł
6280000000;gazeta - dziennik lokalny;2002;1,22;zł
6280000000;gazeta - dziennik lokalny;2003;1,3;zł
6280000000;gazeta - dziennik lokalny;2004;1,31;zł
6280000000;gazeta - dziennik lokalny;2005;1,34;zł
6280000000;gazeta - dziennik lokalny;2006;1,35;zł
6280000000;gazeta - dziennik lokalny;2007;1,39;zł
6280000000;gazeta - dziennik lokalny;2008;1,47;zł
6280000000;gazeta - dziennik lokalny;2009;1,57;zł
6280000000;gazeta - dziennik lokalny;2010;1,64;zł
6280000000;gazeta - dziennik lokalny;2011;1,69;zł
6280000000;gazeta - dziennik lokalny;2012;1,74;zł
6280000000;gazeta - dziennik lokalny;2013;1,79;zł
6280000000;gazeta - dziennik lokalny;2014;1,9;zł
6280000000;gazeta - dziennik lokalny;2015;2,02;zł
