Kod;Rodzaje towarów;Rok;Wartosc;Jednostka miary
3060000000;czekolada mleczna - za 100g;2006;3,17;zł
3060000000;czekolada mleczna - za 100g;2007;3,19;zł
3060000000;czekolada mleczna - za 100g;2008;3,21;zł
3060000000;czekolada mleczna - za 100g;2009;3,21;zł
3060000000;czekolada mleczna - za 100g;2010;3,26;zł
3060000000;czekolada mleczna - za 100g;2011;3,32;zł
3060000000;czekolada mleczna - za 100g;2012;3,43;zł
3060000000;czekolada mleczna - za 100g;2013;3,47;zł
3060000000;czekolada mleczna - za 100g;2014;3,58;zł
3060000000;czekolada mleczna - za 100g;2015;3,75;zł
3060000000;kawa naturalna mielona - za 250g;1999;7,28;zł
3060000000;kawa naturalna mielona - za 250g;2000;6,95;zł
3060000000;kawa naturalna mielona - za 250g;2001;5,81;zł
3060000000;kawa naturalna mielona - za 250g;2002;4,73;zł
3060000000;kawa naturalna mielona - za 250g;2003;4,56;zł
3060000000;kawa naturalna mielona - za 250g;2004;4,65;zł
3060000000;kawa naturalna mielona - za 250g;2005;4,64;zł
3060000000;kawa naturalna mielona - za 250g;2006;4,83;zł
3060000000;kawa naturalna mielona - za 250g;2007;5,5;zł
3060000000;kawa naturalna mielona - za 250g;2008;6,01;zł
3060000000;kawa naturalna mielona - za 250g;2009;6,13;zł
3060000000;kawa naturalna mielona - za 250g;2010;6,21;zł
3060000000;kawa naturalna mielona - za 250g;2011;6,73;zł
3060000000;kawa naturalna mielona - za 250g;2012;7,47;zł
3060000000;kawa naturalna mielona - za 250g;2013;6,88;zł
3060000000;kawa naturalna mielona - za 250g;2014;6,86;zł
3060000000;kawa naturalna mielona - za 250g;2015;7,1;zł
3060000000;herbata czarna, liściasta - za 100g;1999;2,18;zł
3060000000;herbata czarna, liściasta - za 100g;2000;2,18;zł
3060000000;herbata czarna, liściasta - za 100g;2001;2,23;zł
3060000000;herbata czarna, liściasta - za 100g;2002;2,24;zł
3060000000;herbata czarna, liściasta - za 100g;2003;2,16;zł
3060000000;herbata czarna, liściasta - za 100g;2004;2,05;zł
3060000000;herbata czarna, liściasta - za 100g;2005;2,02;zł
3060000000;herbata czarna, liściasta - za 100g;2006;1,98;zł
3060000000;herbata czarna, liściasta - za 100g;2007;2,05;zł
3060000000;herbata czarna, liściasta - za 100g;2008;2,43;zł
3060000000;herbata czarna, liściasta - za 100g;2009;2,81;zł
3060000000;herbata czarna, liściasta - za 100g;2010;3,08;zł
3060000000;herbata czarna, liściasta - za 100g;2011;3,07;zł
3060000000;herbata czarna, liściasta - za 100g;2012;3,14;zł
3060000000;herbata czarna, liściasta - za 100g;2013;3,2;zł
3060000000;herbata czarna, liściasta - za 100g;2014;3,34;zł
3060000000;herbata czarna, liściasta - za 100g;2015;3,37;zł
3060000000;sok jabłkowy - za 1l;1999;3,06;zł
3060000000;sok jabłkowy - za 1l;2000;3,48;zł
3060000000;sok jabłkowy - za 1l;2001;3,32;zł
3060000000;sok jabłkowy - za 1l;2002;3,07;zł
3060000000;sok jabłkowy - za 1l;2003;2,99;zł
3060000000;sok jabłkowy - za 1l;2004;2,91;zł
3060000000;sok jabłkowy - za 1l;2005;2,9;zł
3060000000;sok jabłkowy - za 1l;2006;2,93;zł
3060000000;sok jabłkowy - za 1l;2007;3,12;zł
3060000000;sok jabłkowy - za 1l;2008;3,46;zł
3060000000;sok jabłkowy - za 1l;2009;3,6;zł
3060000000;sok jabłkowy - za 1l;2010;3,62;zł
3060000000;sok jabłkowy - za 1l;2011;3,6;zł
3060000000;sok jabłkowy - za 1l;2012;3,68;zł
3060000000;sok jabłkowy - za 1l;2013;3,71;zł
3060000000;sok jabłkowy - za 1l;2014;3,58;zł
3060000000;sok jabłkowy - za 1l;2015;3,58;zł
3180000000;chleb pszenno-żytni - za 0,5kg;1999;;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2000;;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2001;1,45;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2002;1,31;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2003;1,25;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2004;1,3;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2005;1,28;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2006;1,3;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2007;1,5;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2008;1,7;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2009;1,74;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2010;1,81;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2011;2,12;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2012;2,11;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2013;2,09;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2014;2,03;zł
3180000000;chleb pszenno-żytni - za 0,5kg;2015;2,04;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;1999;9,88;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2000;13,61;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2001;15,11;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2002;14,12;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2003;12,53;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2004;14,25;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2005;13,27;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2006;12,03;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2007;11,68;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2008;12,03;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2009;13,2;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2010;11,48;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2011;12,39;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2012;13,92;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2013;13,76;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2014;13,21;zł
3180000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2015;11,46;zł
3180000000;kiełbasa sucha - za 1kg;1999;20,99;zł
3180000000;kiełbasa sucha - za 1kg;2000;23,46;zł
3180000000;kiełbasa sucha - za 1kg;2001;26,88;zł
3180000000;kiełbasa sucha - za 1kg;2002;28,7;zł
3180000000;kiełbasa sucha - za 1kg;2003;28,01;zł
3180000000;kiełbasa sucha - za 1kg;2004;28,98;zł
3180000000;kiełbasa sucha - za 1kg;2005;31,23;zł
3180000000;kiełbasa sucha - za 1kg;2006;33,13;zł
3180000000;kiełbasa sucha - za 1kg;2007;31,55;zł
3180000000;kiełbasa sucha - za 1kg;2008;34,29;zł
3180000000;kiełbasa sucha - za 1kg;2009;35,22;zł
3180000000;kiełbasa sucha - za 1kg;2010;35,62;zł
3180000000;kiełbasa sucha - za 1kg;2011;33,33;zł
3180000000;kiełbasa sucha - za 1kg;2012;27,88;zł
3180000000;kiełbasa sucha - za 1kg;2013;28,09;zł
3180000000;kiełbasa sucha - za 1kg;2014;28,44;zł
3180000000;kiełbasa sucha - za 1kg;2015;29,6;zł
3180000000;ser twarogowy półtłusty - za 1kg;1999;7,06;zł
3180000000;ser twarogowy półtłusty - za 1kg;2000;7,72;zł
3180000000;ser twarogowy półtłusty - za 1kg;2001;8,22;zł
3180000000;ser twarogowy półtłusty - za 1kg;2002;8,3;zł
3180000000;ser twarogowy półtłusty - za 1kg;2003;8,38;zł
3180000000;ser twarogowy półtłusty - za 1kg;2004;8,77;zł
3180000000;ser twarogowy półtłusty - za 1kg;2005;9;zł
3180000000;ser twarogowy półtłusty - za 1kg;2006;9,28;zł
3180000000;ser twarogowy półtłusty - za 1kg;2007;10,12;zł
3180000000;ser twarogowy półtłusty - za 1kg;2008;11,71;zł
3180000000;ser twarogowy półtłusty - za 1kg;2009;12,01;zł
3180000000;ser twarogowy półtłusty - za 1kg;2010;11,95;zł
3180000000;ser twarogowy półtłusty - za 1kg;2011;12,17;zł
3180000000;ser twarogowy półtłusty - za 1kg;2012;12,53;zł
3180000000;ser twarogowy półtłusty - za 1kg;2013;12,67;zł
3180000000;ser twarogowy półtłusty - za 1kg;2014;13,11;zł
3180000000;ser twarogowy półtłusty - za 1kg;2015;13,18;zł
3180000000;jaja kurze świeże - za 1szt.;1999;0,27;zł
3180000000;jaja kurze świeże - za 1szt.;2000;0,33;zł
3180000000;jaja kurze świeże - za 1szt.;2001;0,33;zł
3180000000;jaja kurze świeże - za 1szt.;2002;0,29;zł
3180000000;jaja kurze świeże - za 1szt.;2003;0,33;zł
3180000000;jaja kurze świeże - za 1szt.;2004;0,35;zł
3180000000;jaja kurze świeże - za 1szt.;2005;0,32;zł
3180000000;jaja kurze świeże - za 1szt.;2006;0,32;zł
3180000000;jaja kurze świeże - za 1szt.;2007;0,33;zł
3180000000;jaja kurze świeże - za 1szt.;2008;0,37;zł
3180000000;jaja kurze świeże - za 1szt.;2009;0,41;zł
3180000000;jaja kurze świeże - za 1szt.;2010;0,42;zł
3180000000;jaja kurze świeże - za 1szt.;2011;0,41;zł
3180000000;jaja kurze świeże - za 1szt.;2012;0,56;zł
3180000000;jaja kurze świeże - za 1szt.;2013;0,5;zł
3180000000;jaja kurze świeże - za 1szt.;2014;0,45;zł
3180000000;jaja kurze świeże - za 1szt.;2015;0,45;zł
3180000000;czekolada mleczna - za 100g;1999;2,16;zł
3180000000;czekolada mleczna - za 100g;2000;2,28;zł
3180000000;czekolada mleczna - za 100g;2001;2,39;zł
3180000000;czekolada mleczna - za 100g;2002;2,54;zł
3180000000;czekolada mleczna - za 100g;2003;2,63;zł
3180000000;czekolada mleczna - za 100g;2004;2,9;zł
3180000000;czekolada mleczna - za 100g;2005;3,08;zł
3180000000;czekolada mleczna - za 100g;2006;3,11;zł
3180000000;czekolada mleczna - za 100g;2007;3,15;zł
3180000000;czekolada mleczna - za 100g;2008;3,21;zł
3180000000;czekolada mleczna - za 100g;2009;3,29;zł
3180000000;czekolada mleczna - za 100g;2010;3,34;zł
3180000000;czekolada mleczna - za 100g;2011;3,45;zł
3180000000;czekolada mleczna - za 100g;2012;3,65;zł
3180000000;czekolada mleczna - za 100g;2013;3,62;zł
3180000000;czekolada mleczna - za 100g;2014;3,63;zł
3180000000;czekolada mleczna - za 100g;2015;3,86;zł
3180000000;kawa naturalna mielona - za 250g;1999;6,92;zł
3180000000;kawa naturalna mielona - za 250g;2000;6,64;zł
3180000000;kawa naturalna mielona - za 250g;2001;5,69;zł
3180000000;kawa naturalna mielona - za 250g;2002;4,69;zł
3180000000;kawa naturalna mielona - za 250g;2003;4,67;zł
3180000000;kawa naturalna mielona - za 250g;2004;4,61;zł
3180000000;kawa naturalna mielona - za 250g;2005;4,48;zł
3180000000;kawa naturalna mielona - za 250g;2006;4,79;zł
3180000000;kawa naturalna mielona - za 250g;2007;5,44;zł
3180000000;kawa naturalna mielona - za 250g;2008;6,03;zł
3180000000;kawa naturalna mielona - za 250g;2009;6,07;zł
3180000000;kawa naturalna mielona - za 250g;2010;6,08;zł
3180000000;kawa naturalna mielona - za 250g;2011;6,56;zł
3180000000;kawa naturalna mielona - za 250g;2012;7,42;zł
3180000000;kawa naturalna mielona - za 250g;2013;6,83;zł
3180000000;kawa naturalna mielona - za 250g;2014;6,63;zł
3180000000;kawa naturalna mielona - za 250g;2015;7,05;zł
3180000000;herbata czarna, liściasta - za 100g;1999;1,84;zł
3180000000;herbata czarna, liściasta - za 100g;2000;1,96;zł
3180000000;herbata czarna, liściasta - za 100g;2001;2,01;zł
3180000000;herbata czarna, liściasta - za 100g;2002;2,1;zł
3180000000;herbata czarna, liściasta - za 100g;2003;2,13;zł
3180000000;herbata czarna, liściasta - za 100g;2004;2,18;zł
3180000000;herbata czarna, liściasta - za 100g;2005;2,21;zł
3180000000;herbata czarna, liściasta - za 100g;2006;2,2;zł
3180000000;herbata czarna, liściasta - za 100g;2007;2,31;zł
3180000000;herbata czarna, liściasta - za 100g;2008;2,61;zł
3180000000;herbata czarna, liściasta - za 100g;2009;3,06;zł
3180000000;herbata czarna, liściasta - za 100g;2010;3,44;zł
3180000000;herbata czarna, liściasta - za 100g;2011;3,57;zł
3180000000;herbata czarna, liściasta - za 100g;2012;3,79;zł
3180000000;herbata czarna, liściasta - za 100g;2013;4,31;zł
3180000000;herbata czarna, liściasta - za 100g;2014;4,62;zł
3180000000;herbata czarna, liściasta - za 100g;2015;4,62;zł
3180000000;sok jabłkowy - za 1l;1999;2,82;zł
3180000000;sok jabłkowy - za 1l;2000;3,28;zł
3180000000;sok jabłkowy - za 1l;2001;3,29;zł
3180000000;sok jabłkowy - za 1l;2002;3,02;zł
3180000000;sok jabłkowy - za 1l;2003;2,87;zł
3180000000;sok jabłkowy - za 1l;2004;2,84;zł
3180000000;sok jabłkowy - za 1l;2005;2,88;zł
3180000000;sok jabłkowy - za 1l;2006;2,92;zł
3180000000;sok jabłkowy - za 1l;2007;3,06;zł
3180000000;sok jabłkowy - za 1l;2008;3,47;zł
3180000000;sok jabłkowy - za 1l;2009;3,61;zł
3180000000;sok jabłkowy - za 1l;2010;3,53;zł
3180000000;sok jabłkowy - za 1l;2011;3,66;zł
3180000000;sok jabłkowy - za 1l;2012;3,89;zł
3180000000;sok jabłkowy - za 1l;2013;3,9;zł
3180000000;sok jabłkowy - za 1l;2014;3,99;zł
3180000000;sok jabłkowy - za 1l;2015;3,74;zł
3200000000;chleb pszenno-żytni - za 0,5kg;1999;;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2000;;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2001;1,2;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2002;1,16;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2003;1,2;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2004;1,24;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2005;1,2;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2006;1,23;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2007;1,47;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2008;1,68;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2009;1,73;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2010;1,77;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2011;2,08;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2012;2,15;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2013;2,14;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2014;2,09;zł
3200000000;chleb pszenno-żytni - za 0,5kg;2015;2,15;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;1999;8,84;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2000;12,55;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2001;13,86;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2002;13,2;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2003;11,42;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2004;12,67;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2005;13,01;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2006;12,28;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2007;11,72;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2008;12,6;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2009;13,61;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2010;12,16;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2011;12,99;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2012;13,74;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2013;13,85;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2014;13,19;zł
3200000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2015;11,45;zł
3200000000;kiełbasa sucha - za 1kg;1999;20,62;zł
3200000000;kiełbasa sucha - za 1kg;2000;24,86;zł
3200000000;kiełbasa sucha - za 1kg;2001;27,53;zł
3200000000;kiełbasa sucha - za 1kg;2002;27,89;zł
3200000000;kiełbasa sucha - za 1kg;2003;28;zł
3200000000;kiełbasa sucha - za 1kg;2004;30,3;zł
3200000000;kiełbasa sucha - za 1kg;2005;30,39;zł
3200000000;kiełbasa sucha - za 1kg;2006;27,64;zł
3200000000;kiełbasa sucha - za 1kg;2007;29,01;zł
3200000000;kiełbasa sucha - za 1kg;2008;30,92;zł
3200000000;kiełbasa sucha - za 1kg;2009;30,83;zł
3200000000;kiełbasa sucha - za 1kg;2010;32,13;zł
3200000000;kiełbasa sucha - za 1kg;2011;31,35;zł
3200000000;kiełbasa sucha - za 1kg;2012;32,73;zł
3200000000;kiełbasa sucha - za 1kg;2013;32,76;zł
3200000000;kiełbasa sucha - za 1kg;2014;31,92;zł
3200000000;kiełbasa sucha - za 1kg;2015;31,25;zł
3200000000;ser twarogowy półtłusty - za 1kg;1999;7,2;zł
3200000000;ser twarogowy półtłusty - za 1kg;2000;8,11;zł
3200000000;ser twarogowy półtłusty - za 1kg;2001;8,33;zł
3200000000;ser twarogowy półtłusty - za 1kg;2002;8,44;zł
3200000000;ser twarogowy półtłusty - za 1kg;2003;8,56;zł
3200000000;ser twarogowy półtłusty - za 1kg;2004;8,95;zł
3200000000;ser twarogowy półtłusty - za 1kg;2005;9,3;zł
3200000000;ser twarogowy półtłusty - za 1kg;2006;9,31;zł
3200000000;ser twarogowy półtłusty - za 1kg;2007;9,45;zł
3200000000;ser twarogowy półtłusty - za 1kg;2008;11,03;zł
3200000000;ser twarogowy półtłusty - za 1kg;2009;10,96;zł
3200000000;ser twarogowy półtłusty - za 1kg;2010;10,78;zł
3200000000;ser twarogowy półtłusty - za 1kg;2011;11,49;zł
3200000000;ser twarogowy półtłusty - za 1kg;2012;12,01;zł
3200000000;ser twarogowy półtłusty - za 1kg;2013;12,16;zł
3200000000;ser twarogowy półtłusty - za 1kg;2014;12,37;zł
3200000000;ser twarogowy półtłusty - za 1kg;2015;12,08;zł
3200000000;jaja kurze świeże - za 1szt.;1999;0,27;zł
3200000000;jaja kurze świeże - za 1szt.;2000;0,34;zł
3200000000;jaja kurze świeże - za 1szt.;2001;0,35;zł
3200000000;jaja kurze świeże - za 1szt.;2002;0,29;zł
3200000000;jaja kurze świeże - za 1szt.;2003;0,34;zł
3200000000;jaja kurze świeże - za 1szt.;2004;0,36;zł
3200000000;jaja kurze świeże - za 1szt.;2005;0,33;zł
3200000000;jaja kurze świeże - za 1szt.;2006;0,34;zł
3200000000;jaja kurze świeże - za 1szt.;2007;0,37;zł
3200000000;jaja kurze świeże - za 1szt.;2008;0,4;zł
3200000000;jaja kurze świeże - za 1szt.;2009;0,44;zł
3200000000;jaja kurze świeże - za 1szt.;2010;0,45;zł
3200000000;jaja kurze świeże - za 1szt.;2011;0,44;zł
3200000000;jaja kurze świeże - za 1szt.;2012;0,57;zł
3200000000;jaja kurze świeże - za 1szt.;2013;0,54;zł
3200000000;jaja kurze świeże - za 1szt.;2014;0,49;zł
3200000000;jaja kurze świeże - za 1szt.;2015;0,5;zł
3200000000;czekolada mleczna - za 100g;1999;2,27;zł
3200000000;czekolada mleczna - za 100g;2000;2,37;zł
3200000000;czekolada mleczna - za 100g;2001;2,5;zł
3200000000;czekolada mleczna - za 100g;2002;2,59;zł
3200000000;czekolada mleczna - za 100g;2003;2,71;zł
3200000000;czekolada mleczna - za 100g;2004;2,93;zł
3200000000;czekolada mleczna - za 100g;2005;3,16;zł
3200000000;czekolada mleczna - za 100g;2006;3,17;zł
3200000000;czekolada mleczna - za 100g;2007;3,17;zł
3200000000;czekolada mleczna - za 100g;2008;3,31;zł
3200000000;czekolada mleczna - za 100g;2009;3,37;zł
3200000000;czekolada mleczna - za 100g;2010;3,38;zł
3200000000;czekolada mleczna - za 100g;2011;3,33;zł
3200000000;czekolada mleczna - za 100g;2012;3,44;zł
3200000000;czekolada mleczna - za 100g;2013;3,43;zł
3200000000;czekolada mleczna - za 100g;2014;3,49;zł
3200000000;czekolada mleczna - za 100g;2015;3,52;zł
3200000000;kawa naturalna mielona - za 250g;1999;6,73;zł
3200000000;kawa naturalna mielona - za 250g;2000;6,41;zł
3200000000;kawa naturalna mielona - za 250g;2001;5,46;zł
3200000000;kawa naturalna mielona - za 250g;2002;4,52;zł
3200000000;kawa naturalna mielona - za 250g;2003;4,45;zł
3200000000;kawa naturalna mielona - za 250g;2004;4,41;zł
3200000000;kawa naturalna mielona - za 250g;2005;4,46;zł
3200000000;kawa naturalna mielona - za 250g;2006;4,61;zł
3200000000;kawa naturalna mielona - za 250g;2007;5,24;zł
3200000000;kawa naturalna mielona - za 250g;2008;5,67;zł
3200000000;kawa naturalna mielona - za 250g;2009;5,76;zł
3200000000;kawa naturalna mielona - za 250g;2010;5,85;zł
3200000000;kawa naturalna mielona - za 250g;2011;6,61;zł
3200000000;kawa naturalna mielona - za 250g;2012;7,06;zł
3200000000;kawa naturalna mielona - za 250g;2013;6,7;zł
3200000000;kawa naturalna mielona - za 250g;2014;6,67;zł
3200000000;kawa naturalna mielona - za 250g;2015;6,77;zł
3200000000;herbata czarna, liściasta - za 100g;1999;1,99;zł
3200000000;herbata czarna, liściasta - za 100g;2000;2,04;zł
3200000000;herbata czarna, liściasta - za 100g;2001;2,1;zł
3200000000;herbata czarna, liściasta - za 100g;2002;2,12;zł
3200000000;herbata czarna, liściasta - za 100g;2003;2,1;zł
3200000000;herbata czarna, liściasta - za 100g;2004;2,19;zł
3200000000;herbata czarna, liściasta - za 100g;2005;2,28;zł
3200000000;herbata czarna, liściasta - za 100g;2006;2,3;zł
3200000000;herbata czarna, liściasta - za 100g;2007;2,45;zł
3200000000;herbata czarna, liściasta - za 100g;2008;2,86;zł
3200000000;herbata czarna, liściasta - za 100g;2009;2,88;zł
3200000000;herbata czarna, liściasta - za 100g;2010;3,36;zł
3200000000;herbata czarna, liściasta - za 100g;2011;3,72;zł
3200000000;herbata czarna, liściasta - za 100g;2012;4;zł
3200000000;herbata czarna, liściasta - za 100g;2013;3,78;zł
3200000000;herbata czarna, liściasta - za 100g;2014;3,86;zł
3200000000;herbata czarna, liściasta - za 100g;2015;3,94;zł
3200000000;sok jabłkowy - za 1l;1999;3;zł
3200000000;sok jabłkowy - za 1l;2000;3,32;zł
3200000000;sok jabłkowy - za 1l;2001;3,3;zł
3200000000;sok jabłkowy - za 1l;2002;3,26;zł
3200000000;sok jabłkowy - za 1l;2003;3,13;zł
3200000000;sok jabłkowy - za 1l;2004;3,1;zł
3200000000;sok jabłkowy - za 1l;2005;2,9;zł
3200000000;sok jabłkowy - za 1l;2006;2,88;zł
3200000000;sok jabłkowy - za 1l;2007;3,06;zł
3200000000;sok jabłkowy - za 1l;2008;3,45;zł
3200000000;sok jabłkowy - za 1l;2009;3,8;zł
3200000000;sok jabłkowy - za 1l;2010;3,66;zł
3200000000;sok jabłkowy - za 1l;2011;3,85;zł
3200000000;sok jabłkowy - za 1l;2012;3,84;zł
3200000000;sok jabłkowy - za 1l;2013;3,79;zł
3200000000;sok jabłkowy - za 1l;2014;3,76;zł
3200000000;sok jabłkowy - za 1l;2015;3,79;zł
3260000000;chleb pszenno-żytni - za 0,5kg;1999;;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2000;;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2001;1,42;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2002;1,22;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2003;1,16;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2004;1,25;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2005;1,21;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2006;1,11;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2007;1,32;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2008;1,54;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2009;1,59;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2010;1,6;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2011;1,77;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2012;1,81;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2013;1,88;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2014;1,89;zł
3260000000;chleb pszenno-żytni - za 0,5kg;2015;1,97;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;1999;9,43;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2000;11,44;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2001;14,36;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2002;13,72;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2003;12,04;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2004;13,44;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2005;12,88;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2006;11,93;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2007;11,38;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2008;11,69;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2009;13,19;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2010;13,01;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2011;13,36;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2012;14,07;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2013;13,97;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2014;12,3;zł
3260000000;mięso wieprzowe bez kości (łopatka) - za 1kg;2015;10,85;zł
3260000000;kiełbasa sucha - za 1kg;1999;19,04;zł
3260000000;kiełbasa sucha - za 1kg;2000;19,6;zł
3260000000;kiełbasa sucha - za 1kg;2001;22,29;zł
3260000000;kiełbasa sucha - za 1kg;2002;23,03;zł
3260000000;kiełbasa sucha - za 1kg;2003;20,64;zł
3260000000;kiełbasa sucha - za 1kg;2004;20,53;zł
3260000000;kiełbasa sucha - za 1kg;2005;22,12;zł
3260000000;kiełbasa sucha - za 1kg;2006;21,53;zł
3260000000;kiełbasa sucha - za 1kg;2007;22,83;zł
3260000000;kiełbasa sucha - za 1kg;2008;23,21;zł
3260000000;kiełbasa sucha - za 1kg;2009;23,81;zł
3260000000;kiełbasa sucha - za 1kg;2010;26,71;zł
3260000000;kiełbasa sucha - za 1kg;2011;24,1;zł
3260000000;kiełbasa sucha - za 1kg;2012;24,37;zł
3260000000;kiełbasa sucha - za 1kg;2013;25,82;zł
3260000000;kiełbasa sucha - za 1kg;2014;26,08;zł
3260000000;kiełbasa sucha - za 1kg;2015;26,65;zł
3260000000;ser twarogowy półtłusty - za 1kg;1999;7,41;zł
3260000000;ser twarogowy półtłusty - za 1kg;2000;8,48;zł
3260000000;ser twarogowy półtłusty - za 1kg;2001;8,9;zł
3260000000;ser twarogowy półtłusty - za 1kg;2002;8,73;zł
3260000000;ser twarogowy półtłusty - za 1kg;2003;8,79;zł
3260000000;ser twarogowy półtłusty - za 1kg;2004;9,14;zł
3260000000;ser twarogowy półtłusty - za 1kg;2005;9,7;zł
3260000000;ser twarogowy półtłusty - za 1kg;2006;9,9;zł
3260000000;ser twarogowy półtłusty - za 1kg;2007;10,25;zł
