Kod;Wiek;Rok;Wartosc;Jednostka miary;Płeć
2240000000;55-59;2015;187051;osoba;kobiety
2240000000;60-64;2010;287918;osoba;ogółem
2240000000;60-64;2011;307149;osoba;ogółem
2240000000;60-64;2012;319132;osoba;ogółem
2240000000;60-64;2013;328051;osoba;ogółem
2240000000;60-64;2014;334826;osoba;ogółem
2240000000;60-64;2015;339393;osoba;ogółem
2240000000;60-64;2010;133182;osoba;mężczyźni
2240000000;60-64;2011;141831;osoba;mężczyźni
2240000000;60-64;2012;147190;osoba;mężczyźni
2240000000;60-64;2013;151234;osoba;mężczyźni
2240000000;60-64;2014;154351;osoba;mężczyźni
2240000000;60-64;2015;156609;osoba;mężczyźni
2240000000;60-64;2010;154736;osoba;kobiety
2240000000;60-64;2011;165318;osoba;kobiety
2240000000;60-64;2012;171942;osoba;kobiety
2240000000;60-64;2013;176817;osoba;kobiety
2240000000;60-64;2014;180475;osoba;kobiety
2240000000;60-64;2015;182784;osoba;kobiety
2240000000;65-69;2010;193732;osoba;ogółem
2240000000;65-69;2011;194453;osoba;ogółem
2240000000;65-69;2012;205794;osoba;ogółem
2240000000;65-69;2013;220057;osoba;ogółem
2240000000;65-69;2014;237540;osoba;ogółem
2240000000;65-69;2015;261794;osoba;ogółem
2240000000;65-69;2010;84669;osoba;mężczyźni
2240000000;65-69;2011;84984;osoba;mężczyźni
2240000000;65-69;2012;90654;osoba;mężczyźni
2240000000;65-69;2013;97205;osoba;mężczyźni
2240000000;65-69;2014;105383;osoba;mężczyźni
2240000000;65-69;2015;116453;osoba;mężczyźni
2240000000;65-69;2010;109063;osoba;kobiety
2240000000;65-69;2011;109469;osoba;kobiety
2240000000;65-69;2012;115140;osoba;kobiety
2240000000;65-69;2013;122852;osoba;kobiety
2240000000;65-69;2014;132157;osoba;kobiety
2240000000;65-69;2015;145341;osoba;kobiety
2240000000;70 i więcej;2010;465371;osoba;ogółem
2240000000;70 i więcej;2011;477764;osoba;ogółem
2240000000;70 i więcej;2012;485330;osoba;ogółem
2240000000;70 i więcej;2013;491684;osoba;ogółem
2240000000;70 i więcej;2014;498658;osoba;ogółem
2240000000;70 i więcej;2015;500090;osoba;ogółem
2240000000;70 i więcej;2010;171636;osoba;mężczyźni
2240000000;70 i więcej;2011;176915;osoba;mężczyźni
2240000000;70 i więcej;2012;179858;osoba;mężczyźni
2240000000;70 i więcej;2013;182719;osoba;mężczyźni
2240000000;70 i więcej;2014;185723;osoba;mężczyźni
2240000000;70 i więcej;2015;186491;osoba;mężczyźni
2240000000;70 i więcej;2010;293735;osoba;kobiety
2240000000;70 i więcej;2011;300849;osoba;kobiety
2240000000;70 i więcej;2012;305472;osoba;kobiety
2240000000;70 i więcej;2013;308965;osoba;kobiety
2240000000;70 i więcej;2014;312935;osoba;kobiety
2240000000;70 i więcej;2015;313599;osoba;kobiety
2240000000;70-74;2010;184277;osoba;ogółem
2240000000;70-74;2011;186190;osoba;ogółem
2240000000;70-74;2012;184095;osoba;ogółem
2240000000;70-74;2013;181406;osoba;ogółem
2240000000;70-74;2014;177994;osoba;ogółem
2240000000;70-74;2015;169927;osoba;ogółem
2240000000;70-74;2010;77357;osoba;mężczyźni
2240000000;70-74;2011;78209;osoba;mężczyźni
2240000000;70-74;2012;76951;osoba;mężczyźni
2240000000;70-74;2013;75525;osoba;mężczyźni
2240000000;70-74;2014;73757;osoba;mężczyźni
2240000000;70-74;2015;70266;osoba;mężczyźni
2240000000;70-74;2010;106920;osoba;kobiety
2240000000;70-74;2011;107981;osoba;kobiety
2240000000;70-74;2012;107144;osoba;kobiety
2240000000;70-74;2013;105881;osoba;kobiety
2240000000;70-74;2014;104237;osoba;kobiety
2240000000;70-74;2015;99661;osoba;kobiety
2240000000;75-79;2010;137857;osoba;ogółem
2240000000;75-79;2011;139862;osoba;ogółem
2240000000;75-79;2012;142406;osoba;ogółem
2240000000;75-79;2013;145842;osoba;ogółem
2240000000;75-79;2014;149418;osoba;ogółem
2240000000;75-79;2015;152834;osoba;ogółem
2240000000;75-79;2010;52561;osoba;mężczyźni
2240000000;75-79;2011;53533;osoba;mężczyźni
2240000000;75-79;2012;54735;osoba;mężczyźni
2240000000;75-79;2013;56362;osoba;mężczyźni
2240000000;75-79;2014;58178;osoba;mężczyźni
2240000000;75-79;2015;59633;osoba;mężczyźni
2240000000;75-79;2010;85296;osoba;kobiety
2240000000;75-79;2011;86329;osoba;kobiety
2240000000;75-79;2012;87671;osoba;kobiety
2240000000;75-79;2013;89480;osoba;kobiety
2240000000;75-79;2014;91240;osoba;kobiety
2240000000;75-79;2015;93201;osoba;kobiety
2240000000;80-84;2010;88184;osoba;ogółem
2240000000;80-84;2011;93202;osoba;ogółem
2240000000;80-84;2012;97412;osoba;ogółem
2240000000;80-84;2013;99326;osoba;ogółem
2240000000;80-84;2014;101094;osoba;ogółem
2240000000;80-84;2015;101982;osoba;ogółem
2240000000;80-84;2010;28526;osoba;mężczyźni
2240000000;80-84;2011;30912;osoba;mężczyźni
2240000000;80-84;2012;32951;osoba;mężczyźni
2240000000;80-84;2013;34021;osoba;mężczyźni
2240000000;80-84;2014;35006;osoba;mężczyźni
2240000000;80-84;2015;35602;osoba;mężczyźni
2240000000;80-84;2010;59658;osoba;kobiety
2240000000;80-84;2011;62290;osoba;kobiety
2240000000;80-84;2012;64461;osoba;kobiety
2240000000;80-84;2013;65305;osoba;kobiety
2240000000;80-84;2014;66088;osoba;kobiety
2240000000;80-84;2015;66380;osoba;kobiety
2240000000;85 i więcej;2010;55053;osoba;ogółem
2240000000;85 i więcej;2011;58510;osoba;ogółem
2240000000;85 i więcej;2012;61417;osoba;ogółem
2240000000;85 i więcej;2013;65110;osoba;ogółem
2240000000;85 i więcej;2014;70152;osoba;ogółem
2240000000;85 i więcej;2015;75347;osoba;ogółem
2240000000;85 i więcej;2010;13192;osoba;mężczyźni
2240000000;85 i więcej;2011;14261;osoba;mężczyźni
2240000000;85 i więcej;2012;15221;osoba;mężczyźni
2240000000;85 i więcej;2013;16811;osoba;mężczyźni
2240000000;85 i więcej;2014;18782;osoba;mężczyźni
2240000000;85 i więcej;2015;20990;osoba;mężczyźni
2240000000;85 i więcej;2010;41861;osoba;kobiety
2240000000;85 i więcej;2011;44249;osoba;kobiety
2240000000;85 i więcej;2012;46196;osoba;kobiety
2240000000;85 i więcej;2013;48299;osoba;kobiety
2240000000;85 i więcej;2014;51370;osoba;kobiety
2240000000;85 i więcej;2015;54357;osoba;kobiety
2240000000;0-14;2010;;osoba;ogółem
2240000000;0-14;2011;;osoba;ogółem
2240000000;0-14;2012;;osoba;ogółem
2240000000;0-14;2013;642956;osoba;ogółem
2240000000;0-14;2014;643231;osoba;ogółem
2240000000;0-14;2015;642921;osoba;ogółem
2240000000;0-14;2010;;osoba;mężczyźni
2240000000;0-14;2011;;osoba;mężczyźni
2240000000;0-14;2012;;osoba;mężczyźni
2240000000;0-14;2013;329049;osoba;mężczyźni
2240000000;0-14;2014;329053;osoba;mężczyźni
2240000000;0-14;2015;328915;osoba;mężczyźni
2240000000;0-14;2010;;osoba;kobiety
2240000000;0-14;2011;;osoba;kobiety
2240000000;0-14;2012;;osoba;kobiety
2240000000;0-14;2013;313907;osoba;kobiety
2240000000;0-14;2014;314178;osoba;kobiety
2240000000;0-14;2015;314006;osoba;kobiety
3060000000;ogółem;2010;2178611;osoba;ogółem
3060000000;ogółem;2011;2171857;osoba;ogółem
3060000000;ogółem;2012;2165651;osoba;ogółem
3060000000;ogółem;2013;2156150;osoba;ogółem
3060000000;ogółem;2014;2147746;osoba;ogółem
3060000000;ogółem;2015;2139726;osoba;ogółem
3060000000;ogółem;2010;1056351;osoba;mężczyźni
3060000000;ogółem;2011;1052986;osoba;mężczyźni
3060000000;ogółem;2012;1049802;osoba;mężczyźni
3060000000;ogółem;2013;1045350;osoba;mężczyźni
3060000000;ogółem;2014;1040990;osoba;mężczyźni
3060000000;ogółem;2015;1037052;osoba;mężczyźni
3060000000;ogółem;2010;1122260;osoba;kobiety
3060000000;ogółem;2011;1118871;osoba;kobiety
3060000000;ogółem;2012;1115849;osoba;kobiety
3060000000;ogółem;2013;1110800;osoba;kobiety
3060000000;ogółem;2014;1106756;osoba;kobiety
3060000000;ogółem;2015;1102674;osoba;kobiety
3060000000;0-4;2010;112887;osoba;ogółem
3060000000;0-4;2011;112358;osoba;ogółem
3060000000;0-4;2012;110906;osoba;ogółem
3060000000;0-4;2013;106865;osoba;ogółem
3060000000;0-4;2014;103026;osoba;ogółem
3060000000;0-4;2015;100239;osoba;ogółem
3060000000;0-4;2010;57642;osoba;mężczyźni
3060000000;0-4;2011;57399;osoba;mężczyźni
3060000000;0-4;2012;56496;osoba;mężczyźni
3060000000;0-4;2013;54569;osoba;mężczyźni
3060000000;0-4;2014;52631;osoba;mężczyźni
3060000000;0-4;2015;51153;osoba;mężczyźni
3060000000;0-4;2010;55245;osoba;kobiety
3060000000;0-4;2011;54959;osoba;kobiety
3060000000;0-4;2012;54410;osoba;kobiety
3060000000;0-4;2013;52296;osoba;kobiety
3060000000;0-4;2014;50395;osoba;kobiety
3060000000;0-4;2015;49086;osoba;kobiety
3060000000;05.wrz;2010;103747;osoba;ogółem
3060000000;05.wrz;2011;103243;osoba;ogółem
3060000000;05.wrz;2012;105008;osoba;ogółem
3060000000;05.wrz;2013;107564;osoba;ogółem
3060000000;05.wrz;2014;110371;osoba;ogółem
3060000000;05.wrz;2015;111244;osoba;ogółem
3060000000;05.wrz;2010;53247;osoba;mężczyźni
3060000000;05.wrz;2011;53006;osoba;mężczyźni
3060000000;05.wrz;2012;53853;osoba;mężczyźni
3060000000;05.wrz;2013;54959;osoba;mężczyźni
3060000000;05.wrz;2014;56289;osoba;mężczyźni
3060000000;05.wrz;2015;56792;osoba;mężczyźni
3060000000;05.wrz;2010;50500;osoba;kobiety
3060000000;05.wrz;2011;50237;osoba;kobiety
3060000000;05.wrz;2012;51155;osoba;kobiety
3060000000;05.wrz;2013;52605;osoba;kobiety
3060000000;05.wrz;2014;54082;osoba;kobiety
3060000000;05.wrz;2015;54452;osoba;kobiety
3060000000;pa�.14;2010;118851;osoba;ogółem
3060000000;pa�.14;2011;114816;osoba;ogółem
3060000000;pa�.14;2012;110230;osoba;ogółem
3060000000;pa�.14;2013;107173;osoba;ogółem
3060000000;pa�.14;2014;104535;osoba;ogółem
3060000000;pa�.14;2015;103030;osoba;ogółem
3060000000;pa�.14;2010;60909;osoba;mężczyźni
3060000000;pa�.14;2011;58927;osoba;mężczyźni
3060000000;pa�.14;2012;56630;osoba;mężczyźni
3060000000;pa�.14;2013;55084;osoba;mężczyźni
3060000000;pa�.14;2014;53791;osoba;mężczyźni
3060000000;pa�.14;2015;52862;osoba;mężczyźni
3060000000;pa�.14;2010;57942;osoba;kobiety
3060000000;pa�.14;2011;55889;osoba;kobiety
3060000000;pa�.14;2012;53600;osoba;kobiety
3060000000;pa�.14;2013;52089;osoba;kobiety
3060000000;pa�.14;2014;50744;osoba;kobiety
3060000000;pa�.14;2015;50168;osoba;kobiety
3060000000;15-19;2010;146592;osoba;ogółem
3060000000;15-19;2011;140099;osoba;ogółem
3060000000;15-19;2012;133618;osoba;ogółem
3060000000;15-19;2013;127584;osoba;ogółem
3060000000;15-19;2014;122023;osoba;ogółem
3060000000;15-19;2015;118160;osoba;ogółem
3060000000;15-19;2010;74948;osoba;mężczyźni
3060000000;15-19;2011;71541;osoba;mężczyźni
3060000000;15-19;2012;68112;osoba;mężczyźni
3060000000;15-19;2013;65037;osoba;mężczyźni
3060000000;15-19;2014;62252;osoba;mężczyźni
3060000000;15-19;2015;60526;osoba;mężczyźni
3060000000;15-19;2010;71644;osoba;kobiety
3060000000;15-19;2011;68558;osoba;kobiety
3060000000;15-19;2012;65506;osoba;kobiety
3060000000;15-19;2013;62547;osoba;kobiety
3060000000;15-19;2014;59771;osoba;kobiety
3060000000;15-19;2015;57634;osoba;kobiety
3060000000;20-24;2010;166854;osoba;ogółem
3060000000;20-24;2011;163415;osoba;ogółem
3060000000;20-24;2012;160562;osoba;ogółem
3060000000;20-24;2013;155564;osoba;ogółem
3060000000;20-24;2014;150768;osoba;ogółem
3060000000;20-24;2015;144279;osoba;ogółem
3060000000;20-24;2010;85172;osoba;mężczyźni
3060000000;20-24;2011;83532;osoba;mężczyźni
3060000000;20-24;2012;82117;osoba;mężczyźni
3060000000;20-24;2013;79794;osoba;mężczyźni
3060000000;20-24;2014;77145;osoba;mężczyźni
3060000000;20-24;2015;73770;osoba;mężczyźni
3060000000;20-24;2010;81682;osoba;kobiety
3060000000;20-24;2011;79883;osoba;kobiety
3060000000;20-24;2012;78445;osoba;kobiety
3060000000;20-24;2013;75770;osoba;kobiety
3060000000;20-24;2014;73623;osoba;kobiety
3060000000;20-24;2015;70509;osoba;kobiety
3060000000;25-29;2010;183703;osoba;ogółem
3060000000;25-29;2011;181449;osoba;ogółem
3060000000;25-29;2012;176656;osoba;ogółem
3060000000;25-29;2013;170625;osoba;ogółem
3060000000;25-29;2014;165135;osoba;ogółem
3060000000;25-29;2015;160874;osoba;ogółem
3060000000;25-29;2010;94822;osoba;mężczyźni
3060000000;25-29;2011;93559;osoba;mężczyźni
3060000000;25-29;2012;91216;osoba;mężczyźni
3060000000;25-29;2013;88124;osoba;mężczyźni
3060000000;25-29;2014;85371;osoba;mężczyźni
3060000000;25-29;2015;83089;osoba;mężczyźni
3060000000;25-29;2010;88881;osoba;kobiety
3060000000;25-29;2011;87890;osoba;kobiety
3060000000;25-29;2012;85440;osoba;kobiety
3060000000;25-29;2013;82501;osoba;kobiety
3060000000;25-29;2014;79764;osoba;kobiety
3060000000;25-29;2015;77785;osoba;kobiety
3060000000;30-34;2010;167785;osoba;ogółem
3060000000;30-34;2011;168651;osoba;ogółem
3060000000;30-34;2012;171182;osoba;ogółem
3060000000;30-34;2013;173865;osoba;ogółem
3060000000;30-34;2014;174289;osoba;ogółem
3060000000;30-34;2015;174157;osoba;ogółem
3060000000;30-34;2010;86589;osoba;mężczyźni
3060000000;30-34;2011;87145;osoba;mężczyźni
3060000000;30-34;2012;88575;osoba;mężczyźni
3060000000;30-34;2013;90183;osoba;mężczyźni
3060000000;30-34;2014;90387;osoba;mężczyźni
3060000000;30-34;2015;90402;osoba;mężczyźni
3060000000;30-34;2010;81196;osoba;kobiety
3060000000;30-34;2011;81506;osoba;kobiety
3060000000;30-34;2012;82607;osoba;kobiety
3060000000;30-34;2013;83682;osoba;kobiety
3060000000;30-34;2014;83902;osoba;kobiety
3060000000;30-34;2015;83755;osoba;kobiety
3060000000;35-39;2010;150309;osoba;ogółem
3060000000;35-39;2011;154095;osoba;ogółem
3060000000;35-39;2012;156773;osoba;ogółem
3060000000;35-39;2013;158888;osoba;ogółem
3060000000;35-39;2014;160714;osoba;ogółem
3060000000;35-39;2015;162656;osoba;ogółem
3060000000;35-39;2010;76981;osoba;mężczyźni
3060000000;35-39;2011;79217;osoba;mężczyźni
3060000000;35-39;2012;80646;osoba;mężczyźni
3060000000;35-39;2013;81886;osoba;mężczyźni
3060000000;35-39;2014;83004;osoba;mężczyźni
3060000000;35-39;2015;83753;osoba;mężczyźni
3060000000;35-39;2010;73328;osoba;kobiety
3060000000;35-39;2011;74878;osoba;kobiety
3060000000;35-39;2012;76127;osoba;kobiety
3060000000;35-39;2013;77002;osoba;kobiety
3060000000;35-39;2014;77710;osoba;kobiety
3060000000;35-39;2015;78903;osoba;kobiety
3060000000;40-44;2010;133365;osoba;ogółem
3060000000;40-44;2011;134469;osoba;ogółem
3060000000;40-44;2012;136988;osoba;ogółem
3060000000;40-44;2013;140144;osoba;ogółem
3060000000;40-44;2014;143844;osoba;ogółem
3060000000;40-44;2015;147214;osoba;ogółem
3060000000;40-44;2010;67930;osoba;mężczyźni
3060000000;40-44;2011;68321;osoba;mężczyźni
3060000000;40-44;2012;69741;osoba;mężczyźni
3060000000;40-44;2013;71101;osoba;mężczyźni
3060000000;40-44;2014;73105;osoba;mężczyźni
3060000000;40-44;2015;74987;osoba;mężczyźni
3060000000;40-44;2010;65435;osoba;kobiety
3060000000;40-44;2011;66148;osoba;kobiety
3060000000;40-44;2012;67247;osoba;kobiety
3060000000;40-44;2013;69043;osoba;kobiety
3060000000;40-44;2014;70739;osoba;kobiety
3060000000;40-44;2015;72227;osoba;kobiety
3060000000;45-49;2010;138153;osoba;ogółem
3060000000;45-49;2011;135692;osoba;ogółem
3060000000;45-49;2012;133757;osoba;ogółem
3060000000;45-49;2013;131799;osoba;ogółem
3060000000;45-49;2014;130975;osoba;ogółem
3060000000;45-49;2015;130769;osoba;ogółem
3060000000;45-49;2010;69534;osoba;mężczyźni
3060000000;45-49;2011;68287;osoba;mężczyźni
3060000000;45-49;2012;67299;osoba;mężczyźni
3060000000;45-49;2013;66415;osoba;mężczyźni
3060000000;45-49;2014;65940;osoba;mężczyźni
3060000000;45-49;2015;66042;osoba;mężczyźni
3060000000;45-49;2010;68619;osoba;kobiety
3060000000;45-49;2011;67405;osoba;kobiety
3060000000;45-49;2012;66458;osoba;kobiety
3060000000;45-49;2013;65384;osoba;kobiety
3060000000;45-49;2014;65035;osoba;kobiety
3060000000;45-49;2015;64727;osoba;kobiety
3060000000;50-54;2010;160680;osoba;ogółem
3060000000;50-54;2011;155380;osoba;ogółem
3060000000;50-54;2012;148363;osoba;ogółem
3060000000;50-54;2013;142751;osoba;ogółem
3060000000;50-54;2014;137671;osoba;ogółem
3060000000;50-54;2015;134595;osoba;ogółem
3060000000;50-54;2010;79512;osoba;mężczyźni
3060000000;50-54;2011;76837;osoba;mężczyźni
3060000000;50-54;2012;73492;osoba;mężczyźni
3060000000;50-54;2013;70762;osoba;mężczyźni
3060000000;50-54;2014;68253;osoba;mężczyźni
3060000000;50-54;2015;66908;osoba;mężczyźni
3060000000;50-54;2010;81168;osoba;kobiety
3060000000;50-54;2011;78543;osoba;kobiety
3060000000;50-54;2012;74871;osoba;kobiety
3060000000;50-54;2013;71989;osoba;kobiety
3060000000;50-54;2014;69418;osoba;kobiety
3060000000;50-54;2015;67687;osoba;kobiety
3060000000;55-59;2010;156737;osoba;ogółem
3060000000;55-59;2011;158152;osoba;ogółem
3060000000;55-59;2012;159943;osoba;ogółem
3060000000;55-59;2013;159586;osoba;ogółem
3060000000;55-59;2014;158801;osoba;ogółem
3060000000;55-59;2015;154570;osoba;ogółem
3060000000;55-59;2010;75195;osoba;mężczyźni
3060000000;55-59;2011;76267;osoba;mężczyźni
3060000000;55-59;2012;77063;osoba;mężczyźni
3060000000;55-59;2013;77116;osoba;mężczyźni
3060000000;55-59;2014;77075;osoba;mężczyźni
3060000000;55-59;2015;75052;osoba;mężczyźni
3060000000;55-59;2010;81542;osoba;kobiety
3060000000;55-59;2011;81885;osoba;kobiety
3060000000;55-59;2012;82880;osoba;kobiety
3060000000;55-59;2013;82470;osoba;kobiety
3060000000;55-59;2014;81726;osoba;kobiety
3060000000;55-59;2015;79518;osoba;kobiety
3060000000;60-64;2010;125685;osoba;ogółem
3060000000;60-64;2011;132822;osoba;ogółem
3060000000;60-64;2012;137427;osoba;ogółem
3060000000;60-64;2013;141440;osoba;ogółem
3060000000;60-64;2014;144729;osoba;ogółem
3060000000;60-64;2015;147892;osoba;ogółem
3060000000;60-64;2010;56985;osoba;mężczyźni
3060000000;60-64;2011;60581;osoba;mężczyźni
3060000000;60-64;2012;63070;osoba;mężczyźni
3060000000;60-64;2013;65319;osoba;mężczyźni
3060000000;60-64;2014;67072;osoba;mężczyźni
3060000000;60-64;2015;68947;osoba;mężczyźni
3060000000;60-64;2010;68700;osoba;kobiety
3060000000;60-64;2011;72241;osoba;kobiety
3060000000;60-64;2012;74357;osoba;kobiety
3060000000;60-64;2013;76121;osoba;kobiety
3060000000;60-64;2014;77657;osoba;kobiety
3060000000;60-64;2015;78945;osoba;kobiety
3060000000;65-69;2010;81680;osoba;ogółem
3060000000;65-69;2011;84543;osoba;ogółem
3060000000;65-69;2012;92483;osoba;ogółem
3060000000;65-69;2013;100874;osoba;ogółem
3060000000;65-69;2014;108267;osoba;ogółem
3060000000;65-69;2015;115831;osoba;ogółem
3060000000;65-69;2010;34986;osoba;mężczyźni
3060000000;65-69;2011;36220;osoba;mężczyźni
3060000000;65-69;2012;39761;osoba;mężczyźni
3060000000;65-69;2013;43553;osoba;mężczyźni
3060000000;65-69;2014;46958;osoba;mężczyźni
3060000000;65-69;2015;50396;osoba;mężczyźni
3060000000;65-69;2010;46694;osoba;kobiety
3060000000;65-69;2011;48323;osoba;kobiety
3060000000;65-69;2012;52722;osoba;kobiety
3060000000;65-69;2013;57321;osoba;kobiety
3060000000;65-69;2014;61309;osoba;kobiety
3060000000;65-69;2015;65435;osoba;kobiety
3060000000;70 i więcej;2010;231583;osoba;ogółem
3060000000;70 i więcej;2011;232673;osoba;ogółem
3060000000;70 i więcej;2012;231755;osoba;ogółem
3060000000;70 i więcej;2013;231428;osoba;ogółem
3060000000;70 i więcej;2014;232598;osoba;ogółem
3060000000;70 i więcej;2015;234216;osoba;ogółem
3060000000;70 i więcej;2010;81899;osoba;mężczyźni
3060000000;70 i więcej;2011;82147;osoba;mężczyźni
3060000000;70 i więcej;2012;81731;osoba;mężczyźni
3060000000;70 i więcej;2013;81448;osoba;mężczyźni
3060000000;70 i więcej;2014;81717;osoba;mężczyźni
3060000000;70 i więcej;2015;82373;osoba;mężczyźni
3060000000;70 i więcej;2010;149684;osoba;kobiety
3060000000;70 i więcej;2011;150526;osoba;kobiety
3060000000;70 i więcej;2012;150024;osoba;kobiety
3060000000;70 i więcej;2013;149980;osoba;kobiety
3060000000;70 i więcej;2014;150881;osoba;kobiety
3060000000;70 i więcej;2015;151843;osoba;kobiety
3060000000;70-74;2010;77567;osoba;ogółem
3060000000;70-74;2011;76897;osoba;ogółem
3060000000;70-74;2012;74370;osoba;ogółem
3060000000;70-74;2013;72626;osoba;ogółem
3060000000;70-74;2014;72535;osoba;ogółem
3060000000;70-74;2015;72995;osoba;ogółem
3060000000;70-74;2010;31222;osoba;mężczyźni
3060000000;70-74;2011;30881;osoba;mężczyźni
3060000000;70-74;2012;29918;osoba;mężczyźni
3060000000;70-74;2013;29153;osoba;mężczyźni
3060000000;70-74;2014;29281;osoba;mężczyźni
3060000000;70-74;2015;29544;osoba;mężczyźni
3060000000;70-74;2010;46345;osoba;kobiety
3060000000;70-74;2011;46016;osoba;kobiety
3060000000;70-74;2012;44452;osoba;kobiety
3060000000;70-74;2013;43473;osoba;kobiety
3060000000;70-74;2014;43254;osoba;kobiety
3060000000;70-74;2015;43451;osoba;kobiety
3060000000;75-79;2010;68621;osoba;ogółem
3060000000;75-79;2011;67360;osoba;ogółem
3060000000;75-79;2012;66308;osoba;ogółem
3060000000;75-79;2013;66351;osoba;ogółem
3060000000;75-79;2014;65680;osoba;ogółem
3060000000;75-79;2015;65384;osoba;ogółem
3060000000;75-79;2010;25013;osoba;mężczyźni
3060000000;75-79;2011;24681;osoba;mężczyźni
3060000000;75-79;2012;24516;osoba;mężczyźni
3060000000;75-79;2013;24603;osoba;mężczyźni
3060000000;75-79;2014;24342;osoba;mężczyźni
3060000000;75-79;2015;24249;osoba;mężczyźni
3060000000;75-79;2010;43608;osoba;kobiety
3060000000;75-79;2011;42679;osoba;kobiety
3060000000;75-79;2012;41792;osoba;kobiety
3060000000;75-79;2013;41748;osoba;kobiety
3060000000;75-79;2014;41338;osoba;kobiety
3060000000;75-79;2015;41135;osoba;kobiety
3060000000;80-84;2010;51925;osoba;ogółem
3060000000;80-84;2011;53037;osoba;ogółem
3060000000;80-84;2012;53635;osoba;ogółem
3060000000;80-84;2013;52850;osoba;ogółem
3060000000;80-84;2014;52365;osoba;ogółem
3060000000;80-84;2015;51650;osoba;ogółem
3060000000;80-84;2010;16790;osoba;mężczyźni
3060000000;80-84;2011;17172;osoba;mężczyźni
3060000000;80-84;2012;17311;osoba;mężczyźni
3060000000;80-84;2013;17011;osoba;mężczyźni
3060000000;80-84;2014;16782;osoba;mężczyźni
3060000000;80-84;2015;16699;osoba;mężczyźni
3060000000;80-84;2010;35135;osoba;kobiety
3060000000;80-84;2011;35865;osoba;kobiety
3060000000;80-84;2012;36324;osoba;kobiety
3060000000;80-84;2013;35839;osoba;kobiety
3060000000;80-84;2014;35583;osoba;kobiety
3060000000;80-84;2015;34951;osoba;kobiety
3060000000;85 i więcej;2010;33470;osoba;ogółem
3060000000;85 i więcej;2011;35379;osoba;ogółem
3060000000;85 i więcej;2012;37442;osoba;ogółem
3060000000;85 i więcej;2013;39601;osoba;ogółem
3060000000;85 i więcej;2014;42018;osoba;ogółem
3060000000;85 i więcej;2015;44187;osoba;ogółem
3060000000;85 i więcej;2010;8874;osoba;mężczyźni
3060000000;85 i więcej;2011;9413;osoba;mężczyźni
3060000000;85 i więcej;2012;9986;osoba;mężczyźni
3060000000;85 i więcej;2013;10681;osoba;mężczyźni
3060000000;85 i więcej;2014;11312;osoba;mężczyźni
3060000000;85 i więcej;2015;11881;osoba;mężczyźni
3060000000;85 i więcej;2010;24596;osoba;kobiety
3060000000;85 i więcej;2011;25966;osoba;kobiety
3060000000;85 i więcej;2012;27456;osoba;kobiety
3060000000;85 i więcej;2013;28920;osoba;kobiety
3060000000;85 i więcej;2014;30706;osoba;kobiety
3060000000;85 i więcej;2015;32306;osoba;kobiety
3060000000;0-14;2010;;osoba;ogółem
3060000000;0-14;2011;;osoba;ogółem
3060000000;0-14;2012;;osoba;ogółem
3060000000;0-14;2013;321602;osoba;ogółem
3060000000;0-14;2014;317932;osoba;ogółem
3060000000;0-14;2015;314513;osoba;ogółem
3060000000;0-14;2010;;osoba;mężczyźni
3060000000;0-14;2011;;osoba;mężczyźni
3060000000;0-14;2012;;osoba;mężczyźni
3060000000;0-14;2013;164612;osoba;mężczyźni
3060000000;0-14;2014;162711;osoba;mężczyźni
3060000000;0-14;2015;160807;osoba;mężczyźni
3060000000;0-14;2010;;osoba;kobiety
3060000000;0-14;2011;;osoba;kobiety
3060000000;0-14;2012;;osoba;kobiety
3060000000;0-14;2013;156990;osoba;kobiety
3060000000;0-14;2014;155221;osoba;kobiety
3060000000;0-14;2015;153706;osoba;kobiety
3180000000;ogółem;2010;2127948;osoba;ogółem
3180000000;ogółem;2011;2128687;osoba;ogółem
3180000000;ogółem;2012;2129951;osoba;ogółem
3180000000;ogółem;2013;2129294;osoba;ogółem
3180000000;ogółem;2014;2129187;osoba;ogółem
3180000000;ogółem;2015;2127657;osoba;ogółem
3180000000;ogółem;2010;1041622;osoba;mężczyźni
3180000000;ogółem;2011;1042100;osoba;mężczyźni
3180000000;ogółem;2012;1042947;osoba;mężczyźni
3180000000;ogółem;2013;1042602;osoba;mężczyźni
3180000000;ogółem;2014;1042683;osoba;mężczyźni
3180000000;ogółem;2015;1041779;osoba;mężczyźni
3180000000;ogółem;2010;1086326;osoba;kobiety
3180000000;ogółem;2011;1086587;osoba;kobiety
3180000000;ogółem;2012;1087004;osoba;kobiety
3180000000;ogółem;2013;1086692;osoba;kobiety
3180000000;ogółem;2014;1086504;osoba;kobiety
3180000000;ogółem;2015;1085878;osoba;kobiety
3180000000;0-4;2010;113401;osoba;ogółem
3180000000;0-4;2011;113324;osoba;ogółem
3180000000;0-4;2012;112149;osoba;ogółem
3180000000;0-4;2013;108777;osoba;ogółem
3180000000;0-4;2014;104981;osoba;ogółem
3180000000;0-4;2015;102184;osoba;ogółem
3180000000;0-4;2010;58135;osoba;mężczyźni
3180000000;0-4;2011;58075;osoba;mężczyźni
3180000000;0-4;2012;57534;osoba;mężczyźni
3180000000;0-4;2013;55783;osoba;mężczyźni
3180000000;0-4;2014;53809;osoba;mężczyźni
3180000000;0-4;2015;52356;osoba;mężczyźni
