Kod;Wiek;Rok;Wartosc;Jednostka miary;Płeć
0;ogółem;2010;38529866;osoba;ogółem
0;ogółem;2011;38538447;osoba;ogółem
0;ogółem;2012;38533299;osoba;ogółem
0;ogółem;2013;38495659;osoba;ogółem
0;ogółem;2014;38478602;osoba;ogółem
0;ogółem;2015;38437239;osoba;ogółem
0;ogółem;2010;18653125;osoba;mężczyźni
0;ogółem;2011;18654577;osoba;mężczyźni
0;ogółem;2012;18649334;osoba;mężczyźni
0;ogółem;2013;18629535;osoba;mężczyźni
0;ogółem;2014;18619809;osoba;mężczyźni
0;ogółem;2015;18597991;osoba;mężczyźni
0;ogółem;2010;19876741;osoba;kobiety
0;ogółem;2011;19883870;osoba;kobiety
0;ogółem;2012;19883965;osoba;kobiety
0;ogółem;2013;19866124;osoba;kobiety
0;ogółem;2014;19858793;osoba;kobiety
0;ogółem;2015;19839248;osoba;kobiety
0;0-4;2010;2066623;osoba;ogółem
0;0-4;2011;2072768;osoba;ogółem
0;0-4;2012;2056255;osoba;ogółem
0;0-4;2013;1994096;osoba;ogółem
0;0-4;2014;1936077;osoba;ogółem
0;0-4;2015;1891675;osoba;ogółem
0;0-4;2010;1059807;osoba;mężczyźni
0;0-4;2011;1063457;osoba;mężczyźni
0;0-4;2012;1055522;osoba;mężczyźni
0;0-4;2013;1024298;osoba;mężczyźni
0;0-4;2014;995491;osoba;mężczyźni
0;0-4;2015;972450;osoba;mężczyźni
0;0-4;2010;1006816;osoba;kobiety
0;0-4;2011;1009311;osoba;kobiety
0;0-4;2012;1000733;osoba;kobiety
0;0-4;2013;969798;osoba;kobiety
0;0-4;2014;940586;osoba;kobiety
0;0-4;2015;919225;osoba;kobiety
0;05.wrz;2010;1803475;osoba;ogółem
0;05.wrz;2011;1819112;osoba;ogółem
0;05.wrz;2012;1867591;osoba;ogółem
0;05.wrz;2013;1946471;osoba;ogółem
0;05.wrz;2014;2021433;osoba;ogółem
0;05.wrz;2015;2065550;osoba;ogółem
0;05.wrz;2010;925178;osoba;mężczyźni
0;05.wrz;2011;933287;osoba;mężczyźni
0;05.wrz;2012;957982;osoba;mężczyźni
0;05.wrz;2013;998173;osoba;mężczyźni
0;05.wrz;2014;1035925;osoba;mężczyźni
0;05.wrz;2015;1059127;osoba;mężczyźni
0;05.wrz;2010;878297;osoba;kobiety
0;05.wrz;2011;885825;osoba;kobiety
0;05.wrz;2012;909609;osoba;kobiety
0;05.wrz;2013;948298;osoba;kobiety
0;05.wrz;2014;985508;osoba;kobiety
0;05.wrz;2015;1006423;osoba;kobiety
0;pa�.14;2010;1985668;osoba;ogółem
0;pa�.14;2011;1927097;osoba;ogółem
0;pa�.14;2012;1872768;osoba;ogółem
0;pa�.14;2013;1830859;osoba;ogółem
0;pa�.14;2014;1806641;osoba;ogółem
0;pa�.14;2015;1797339;osoba;ogółem
0;pa�.14;2010;1018328;osoba;mężczyźni
0;pa�.14;2011;988215;osoba;mężczyźni
0;pa�.14;2012;960702;osoba;mężczyźni
0;pa�.14;2013;938818;osoba;mężczyźni
0;pa�.14;2014;926882;osoba;mężczyźni
0;pa�.14;2015;921955;osoba;mężczyźni
0;pa�.14;2010;967340;osoba;kobiety
0;pa�.14;2011;938882;osoba;kobiety
0;pa�.14;2012;912066;osoba;kobiety
0;pa�.14;2013;892041;osoba;kobiety
0;pa�.14;2014;879759;osoba;kobiety
0;pa�.14;2015;875384;osoba;kobiety
0;15-19;2010;2424340;osoba;ogółem
0;15-19;2011;2314724;osoba;ogółem
0;15-19;2012;2218662;osoba;ogółem
0;15-19;2013;2124309;osoba;ogółem
0;15-19;2014;2038497;osoba;ogółem
0;15-19;2015;1977716;osoba;ogółem
0;15-19;2010;1238406;osoba;mężczyźni
0;15-19;2011;1182763;osoba;mężczyźni
0;15-19;2012;1134117;osoba;mężczyźni
0;15-19;2013;1086683;osoba;mężczyźni
0;15-19;2014;1043883;osoba;mężczyźni
0;15-19;2015;1013535;osoba;mężczyźni
0;15-19;2010;1185934;osoba;kobiety
0;15-19;2011;1131961;osoba;kobiety
0;15-19;2012;1084545;osoba;kobiety
0;15-19;2013;1037626;osoba;kobiety
0;15-19;2014;994614;osoba;kobiety
0;15-19;2015;964181;osoba;kobiety
0;20-24;2010;2848527;osoba;ogółem
0;20-24;2011;2775143;osoba;ogółem
0;20-24;2012;2697005;osoba;ogółem
0;20-24;2013;2610442;osoba;ogółem
0;20-24;2014;2522308;osoba;ogółem
0;20-24;2015;2411283;osoba;ogółem
0;20-24;2010;1450103;osoba;mężczyźni
0;20-24;2011;1414504;osoba;mężczyźni
0;20-24;2012;1374885;osoba;mężczyźni
0;20-24;2013;1331665;osoba;mężczyźni
0;20-24;2014;1285974;osoba;mężczyźni
0;20-24;2015;1229032;osoba;mężczyźni
0;20-24;2010;1398424;osoba;kobiety
0;20-24;2011;1360639;osoba;kobiety
0;20-24;2012;1322120;osoba;kobiety
0;20-24;2013;1278777;osoba;kobiety
0;20-24;2014;1236334;osoba;kobiety
0;20-24;2015;1182251;osoba;kobiety
0;25-29;2010;3268594;osoba;ogółem
0;25-29;2011;3239832;osoba;ogółem
0;25-29;2012;3157190;osoba;ogółem
0;25-29;2013;3041318;osoba;ogółem
0;25-29;2014;2929069;osoba;ogółem
0;25-29;2015;2832463;osoba;ogółem
0;25-29;2010;1657693;osoba;mężczyźni
0;25-29;2011;1643693;osoba;mężczyźni
0;25-29;2012;1602319;osoba;mężczyźni
0;25-29;2013;1544623;osoba;mężczyźni
0;25-29;2014;1488282;osoba;mężczyźni
0;25-29;2015;1440223;osoba;mężczyźni
0;25-29;2010;1610901;osoba;kobiety
0;25-29;2011;1596139;osoba;kobiety
0;25-29;2012;1554871;osoba;kobiety
0;25-29;2013;1496695;osoba;kobiety
0;25-29;2014;1440787;osoba;kobiety
0;25-29;2015;1392240;osoba;kobiety
0;30-34;2010;3131690;osoba;ogółem
0;30-34;2011;3141270;osoba;ogółem
0;30-34;2012;3180966;osoba;ogółem
0;30-34;2013;3235198;osoba;ogółem
0;30-34;2014;3252408;osoba;ogółem
0;30-34;2015;3245474;osoba;ogółem
0;30-34;2010;1588246;osoba;mężczyźni
0;30-34;2011;1592601;osoba;mężczyźni
0;30-34;2012;1612744;osoba;mężczyźni
0;30-34;2013;1639758;osoba;mężczyźni
0;30-34;2014;1648213;osoba;mężczyźni
0;30-34;2015;1645284;osoba;mężczyźni
0;30-34;2010;1543444;osoba;kobiety
0;30-34;2011;1548669;osoba;kobiety
0;30-34;2012;1568222;osoba;kobiety
0;30-34;2013;1595440;osoba;kobiety
0;30-34;2014;1604195;osoba;kobiety
0;30-34;2015;1600190;osoba;kobiety
0;35-39;2010;2763465;osoba;ogółem
0;35-39;2011;2864320;osoba;ogółem
0;35-39;2012;2942543;osoba;ogółem
0;35-39;2013;3004273;osoba;ogółem
0;35-39;2014;3062063;osoba;ogółem
0;35-39;2015;3102846;osoba;ogółem
0;35-39;2010;1399739;osoba;mężczyźni
0;35-39;2011;1450974;osoba;mężczyźni
0;35-39;2012;1490406;osoba;mężczyźni
0;35-39;2013;1521716;osoba;mężczyźni
0;35-39;2014;1550921;osoba;mężczyźni
0;35-39;2015;1570926;osoba;mężczyźni
0;35-39;2010;1363726;osoba;kobiety
0;35-39;2011;1413346;osoba;kobiety
0;35-39;2012;1452137;osoba;kobiety
0;35-39;2013;1482557;osoba;kobiety
0;35-39;2014;1511142;osoba;kobiety
0;35-39;2015;1531920;osoba;kobiety
0;40-44;2010;2374794;osoba;ogółem
0;40-44;2011;2410696;osoba;ogółem
0;40-44;2012;2470771;osoba;ogółem
0;40-44;2013;2546248;osoba;ogółem
0;40-44;2014;2636623;osoba;ogółem
0;40-44;2015;2730562;osoba;ogółem
0;40-44;2010;1198196;osoba;mężczyźni
0;40-44;2011;1215726;osoba;mężczyźni
0;40-44;2012;1246327;osoba;mężczyźni
0;40-44;2013;1284484;osoba;mężczyźni
0;40-44;2014;1331012;osoba;mężczyźni
0;40-44;2015;1378023;osoba;mężczyźni
0;40-44;2010;1176598;osoba;kobiety
0;40-44;2011;1194970;osoba;kobiety
0;40-44;2012;1224444;osoba;kobiety
0;40-44;2013;1261764;osoba;kobiety
0;40-44;2014;1305611;osoba;kobiety
0;40-44;2015;1352539;osoba;kobiety
0;45-49;2010;2472401;osoba;ogółem
0;45-49;2011;2411463;osoba;ogółem
0;45-49;2012;2367665;osoba;ogółem
0;45-49;2013;2333568;osoba;ogółem
0;45-49;2014;2319382;osoba;ogółem
0;45-49;2015;2334025;osoba;ogółem
0;45-49;2010;1237100;osoba;mężczyźni
0;45-49;2011;1207408;osoba;mężczyźni
0;45-49;2012;1185730;osoba;mężczyźni
0;45-49;2013;1169458;osoba;mężczyźni
0;45-49;2014;1162178;osoba;mężczyźni
0;45-49;2015;1170027;osoba;mężczyźni
0;45-49;2010;1235301;osoba;kobiety
0;45-49;2011;1204055;osoba;kobiety
0;45-49;2012;1181935;osoba;kobiety
0;45-49;2013;1164110;osoba;kobiety
0;45-49;2014;1157204;osoba;kobiety
0;45-49;2015;1163998;osoba;kobiety
0;50-54;2010;2954334;osoba;ogółem
0;50-54;2011;2848818;osoba;ogółem
0;50-54;2012;2720308;osoba;ogółem
0;50-54;2013;2599288;osoba;ogółem
0;50-54;2014;2490762;osoba;ogółem
0;50-54;2015;2408302;osoba;ogółem
0;50-54;2010;1450268;osoba;mężczyźni
0;50-54;2011;1399877;osoba;mężczyźni
0;50-54;2012;1339104;osoba;mężczyźni
0;50-54;2013;1281345;osoba;mężczyźni
0;50-54;2014;1230429;osoba;mężczyźni
0;50-54;2015;1192044;osoba;mężczyźni
0;50-54;2010;1504066;osoba;kobiety
0;50-54;2011;1448941;osoba;kobiety
0;50-54;2012;1381204;osoba;kobiety
0;50-54;2013;1317943;osoba;kobiety
0;50-54;2014;1260333;osoba;kobiety
0;50-54;2015;1216258;osoba;kobiety
0;55-59;2010;2893386;osoba;ogółem
0;55-59;2011;2916642;osoba;ogółem
0;55-59;2012;2936343;osoba;ogółem
0;55-59;2013;2936830;osoba;ogółem
0;55-59;2014;2915558;osoba;ogółem
0;55-59;2015;2837050;osoba;ogółem
0;55-59;2010;1383927;osoba;mężczyźni
0;55-59;2011;1398651;osoba;mężczyźni
0;55-59;2012;1410083;osoba;mężczyźni
0;55-59;2013;1412715;osoba;mężczyźni
0;55-59;2014;1404861;osoba;mężczyźni
0;55-59;2015;1368248;osoba;mężczyźni
0;55-59;2010;1509459;osoba;kobiety
0;55-59;2011;1517991;osoba;kobiety
0;55-59;2012;1526260;osoba;kobiety
0;55-59;2013;1524115;osoba;kobiety
0;55-59;2014;1510697;osoba;kobiety
0;55-59;2015;1468802;osoba;kobiety
0;60-64;2010;2352160;osoba;ogółem
0;60-64;2011;2471547;osoba;ogółem
0;60-64;2012;2557519;osoba;ogółem
0;60-64;2013;2620151;osoba;ogółem
0;60-64;2014;2673734;osoba;ogółem
0;60-64;2015;2726536;osoba;ogółem
0;60-64;2010;1086943;osoba;mężczyźni
0;60-64;2011;1143193;osoba;mężczyźni
0;60-64;2012;1184259;osoba;mężczyźni
0;60-64;2013;1214608;osoba;mężczyźni
0;60-64;2014;1242337;osoba;mężczyźni
0;60-64;2015;1269678;osoba;mężczyźni
0;60-64;2010;1265217;osoba;kobiety
0;60-64;2011;1328354;osoba;kobiety
0;60-64;2012;1373260;osoba;kobiety
0;60-64;2013;1405543;osoba;kobiety
0;60-64;2014;1431397;osoba;kobiety
0;60-64;2015;1456858;osoba;kobiety
0;65-69;2010;1359829;osoba;ogółem
0;65-69;2011;1459742;osoba;ogółem
0;65-69;2012;1613687;osoba;ogółem
0;65-69;2013;1789658;osoba;ogółem
0;65-69;2014;1969087;osoba;ogółem
0;65-69;2015;2161758;osoba;ogółem
0;65-69;2010;592457;osoba;mężczyźni
0;65-69;2011;639544;osoba;mężczyźni
0;65-69;2012;711001;osoba;mężczyźni
0;65-69;2013;792048;osoba;mężczyźni
0;65-69;2014;874096;osoba;mężczyźni
0;65-69;2015;961491;osoba;mężczyźni
0;65-69;2010;767372;osoba;kobiety
0;65-69;2011;820198;osoba;kobiety
0;65-69;2012;902686;osoba;kobiety
0;65-69;2013;997610;osoba;kobiety
0;65-69;2014;1094991;osoba;kobiety
0;65-69;2015;1200267;osoba;kobiety
0;70 i więcej;2010;3830580;osoba;ogółem
0;70 i więcej;2011;3865273;osoba;ogółem
0;70 i więcej;2012;3874026;osoba;ogółem
0;70 i więcej;2013;3882950;osoba;ogółem
0;70 i więcej;2014;3904960;osoba;ogółem
0;70 i więcej;2015;3914660;osoba;ogółem
0;70 i więcej;2010;1366734;osoba;mężczyźni
0;70 i więcej;2011;1380684;osoba;mężczyźni
0;70 i więcej;2012;1384153;osoba;mężczyźni
0;70 i więcej;2013;1389143;osoba;mężczyźni
0;70 i więcej;2014;1399325;osoba;mężczyźni
0;70 i więcej;2015;1405948;osoba;mężczyźni
0;70 i więcej;2010;2463846;osoba;kobiety
0;70 i więcej;2011;2484589;osoba;kobiety
0;70 i więcej;2012;2489873;osoba;kobiety
0;70 i więcej;2013;2493807;osoba;kobiety
0;70 i więcej;2014;2505635;osoba;kobiety
0;70 i więcej;2015;2508712;osoba;kobiety
0;70-74;2010;1356349;osoba;ogółem
0;70-74;2011;1328316;osoba;ogółem
0;70-74;2012;1286121;osoba;ogółem
0;70-74;2013;1252454;osoba;ogółem
0;70-74;2014;1228749;osoba;ogółem
0;70-74;2015;1208233;osoba;ogółem
0;70-74;2010;546873;osoba;mężczyźni
0;70-74;2011;537840;osoba;mężczyźni
0;70-74;2012;522501;osoba;mężczyźni
0;70-74;2013;511569;osoba;mężczyźni
0;70-74;2014;504635;osoba;mężczyźni
0;70-74;2015;499013;osoba;mężczyźni
0;70-74;2010;809476;osoba;kobiety
0;70-74;2011;790476;osoba;kobiety
0;70-74;2012;763620;osoba;kobiety
0;70-74;2013;740885;osoba;kobiety
0;70-74;2014;724114;osoba;kobiety
0;70-74;2015;709220;osoba;kobiety
0;75-79;2010;1146250;osoba;ogółem
0;75-79;2011;1146666;osoba;ogółem
0;75-79;2012;1144591;osoba;ogółem
0;75-79;2013;1147354;osoba;ogółem
0;75-79;2014;1147215;osoba;ogółem
0;75-79;2015;1139332;osoba;ogółem
0;75-79;2010;423535;osoba;mężczyźni
0;75-79;2011;424351;osoba;mężczyźni
0;75-79;2012;425030;osoba;mężczyźni
0;75-79;2013;426422;osoba;mężczyźni
0;75-79;2014;427533;osoba;mężczyźni
0;75-79;2015;426027;osoba;mężczyźni
0;75-79;2010;722715;osoba;kobiety
0;75-79;2011;722315;osoba;kobiety
0;75-79;2012;719561;osoba;kobiety
0;75-79;2013;720932;osoba;kobiety
0;75-79;2014;719682;osoba;kobiety
0;75-79;2015;713305;osoba;kobiety
0;80-84;2010;807498;osoba;ogółem
0;80-84;2011;834494;osoba;ogółem
0;80-84;2012;855906;osoba;ogółem
0;80-84;2013;859378;osoba;ogółem
0;80-84;2014;864182;osoba;ogółem
0;80-84;2015;862711;osoba;ogółem
0;80-84;2010;260916;osoba;mężczyźni
0;80-84;2011;273936;osoba;mężczyźni
0;80-84;2012;282986;osoba;mężczyźni
0;80-84;2013;285659;osoba;mężczyźni
0;80-84;2014;288334;osoba;mężczyźni
0;80-84;2015;288989;osoba;mężczyźni
0;80-84;2010;546582;osoba;kobiety
0;80-84;2011;560558;osoba;kobiety
0;80-84;2012;572920;osoba;kobiety
0;80-84;2013;573719;osoba;kobiety
0;80-84;2014;575848;osoba;kobiety
0;80-84;2015;573722;osoba;kobiety
0;85 i więcej;2010;520483;osoba;ogółem
0;85 i więcej;2011;555797;osoba;ogółem
0;85 i więcej;2012;587408;osoba;ogółem
0;85 i więcej;2013;623764;osoba;ogółem
0;85 i więcej;2014;664814;osoba;ogółem
0;85 i więcej;2015;704384;osoba;ogółem
0;85 i więcej;2010;135410;osoba;mężczyźni
0;85 i więcej;2011;144557;osoba;mężczyźni
0;85 i więcej;2012;153636;osoba;mężczyźni
0;85 i więcej;2013;165493;osoba;mężczyźni
0;85 i więcej;2014;178823;osoba;mężczyźni
0;85 i więcej;2015;191919;osoba;mężczyźni
0;85 i więcej;2010;385073;osoba;kobiety
0;85 i więcej;2011;411240;osoba;kobiety
0;85 i więcej;2012;433772;osoba;kobiety
0;85 i więcej;2013;458271;osoba;kobiety
0;85 i więcej;2014;485991;osoba;kobiety
0;85 i więcej;2015;512465;osoba;kobiety
0;0-14;2010;;osoba;ogółem
0;0-14;2011;;osoba;ogółem
0;0-14;2012;;osoba;ogółem
0;0-14;2013;5771426;osoba;ogółem
0;0-14;2014;5764151;osoba;ogółem
0;0-14;2015;5754564;osoba;ogółem
0;0-14;2010;;osoba;mężczyźni
0;0-14;2011;;osoba;mężczyźni
0;0-14;2012;;osoba;mężczyźni
0;0-14;2013;2961289;osoba;mężczyźni
0;0-14;2014;2958298;osoba;mężczyźni
0;0-14;2015;2953532;osoba;mężczyźni
0;0-14;2010;;osoba;kobiety
0;0-14;2011;;osoba;kobiety
0;0-14;2012;;osoba;kobiety
0;0-14;2013;2810137;osoba;kobiety
0;0-14;2014;2805853;osoba;kobiety
0;0-14;2015;2801032;osoba;kobiety
1100000000;ogółem;2010;2542436;osoba;ogółem
1100000000;ogółem;2011;2533681;osoba;ogółem
1100000000;ogółem;2012;2524651;osoba;ogółem
1100000000;ogółem;2013;2513093;osoba;ogółem
1100000000;ogółem;2014;2504136;osoba;ogółem
1100000000;ogółem;2015;2493603;osoba;ogółem
1100000000;ogółem;2010;1212182;osoba;mężczyźni
1100000000;ogółem;2011;1207927;osoba;mężczyźni
1100000000;ogółem;2012;1203320;osoba;mężczyźni
1100000000;ogółem;2013;1197654;osoba;mężczyźni
1100000000;ogółem;2014;1193418;osoba;mężczyźni
1100000000;ogółem;2015;1188118;osoba;mężczyźni
1100000000;ogółem;2010;1330254;osoba;kobiety
1100000000;ogółem;2011;1325754;osoba;kobiety
1100000000;ogółem;2012;1321331;osoba;kobiety
1100000000;ogółem;2013;1315439;osoba;kobiety
1100000000;ogółem;2014;1310718;osoba;kobiety
1100000000;ogółem;2015;1305485;osoba;kobiety
1100000000;0-4;2010;125729;osoba;ogółem
1100000000;0-4;2011;125960;osoba;ogółem
1100000000;0-4;2012;125319;osoba;ogółem
1100000000;0-4;2013;121580;osoba;ogółem
1100000000;0-4;2014;117734;osoba;ogółem
1100000000;0-4;2015;114537;osoba;ogółem
1100000000;0-4;2010;64495;osoba;mężczyźni
1100000000;0-4;2011;64681;osoba;mężczyźni
1100000000;0-4;2012;64380;osoba;mężczyźni
1100000000;0-4;2013;62422;osoba;mężczyźni
1100000000;0-4;2014;60547;osoba;mężczyźni
1100000000;0-4;2015;59011;osoba;mężczyźni
1100000000;0-4;2010;61234;osoba;kobiety
1100000000;0-4;2011;61279;osoba;kobiety
1100000000;0-4;2012;60939;osoba;kobiety
1100000000;0-4;2013;59158;osoba;kobiety
1100000000;0-4;2014;57187;osoba;kobiety
1100000000;0-4;2015;55526;osoba;kobiety
1100000000;05.wrz;2010;109858;osoba;ogółem
1100000000;05.wrz;2011;111133;osoba;ogółem
1100000000;05.wrz;2012;113637;osoba;ogółem
1100000000;05.wrz;2013;118127;osoba;ogółem
1100000000;05.wrz;2014;122390;osoba;ogółem
1100000000;05.wrz;2015;125203;osoba;ogółem
1100000000;05.wrz;2010;56432;osoba;mężczyźni
1100000000;05.wrz;2011;57102;osoba;mężczyźni
1100000000;05.wrz;2012;58384;osoba;mężczyźni
1100000000;05.wrz;2013;60641;osoba;mężczyźni
1100000000;05.wrz;2014;62953;osoba;mężczyźni
1100000000;05.wrz;2015;64243;osoba;mężczyźni
1100000000;05.wrz;2010;53426;osoba;kobiety
1100000000;05.wrz;2011;54031;osoba;kobiety
1100000000;05.wrz;2012;55253;osoba;kobiety
1100000000;05.wrz;2013;57486;osoba;kobiety
1100000000;05.wrz;2014;59437;osoba;kobiety
1100000000;05.wrz;2015;60960;osoba;kobiety
1100000000;pa�.14;2010;121860;osoba;ogółem
1100000000;pa�.14;2011;117418;osoba;ogółem
1100000000;pa�.14;2012;113882;osoba;ogółem
1100000000;pa�.14;2013;111432;osoba;ogółem
1100000000;pa�.14;2014;110116;osoba;ogółem
1100000000;pa�.14;2015;109364;osoba;ogółem
1100000000;pa�.14;2010;62754;osoba;mężczyźni
1100000000;pa�.14;2011;60268;osoba;mężczyźni
1100000000;pa�.14;2012;58441;osoba;mężczyźni
1100000000;pa�.14;2013;57365;osoba;mężczyźni
1100000000;pa�.14;2014;56635;osoba;mężczyźni
1100000000;pa�.14;2015;56185;osoba;mężczyźni
1100000000;pa�.14;2010;59106;osoba;kobiety
1100000000;pa�.14;2011;57150;osoba;kobiety
1100000000;pa�.14;2012;55441;osoba;kobiety
1100000000;pa�.14;2013;54067;osoba;kobiety
1100000000;pa�.14;2014;53481;osoba;kobiety
1100000000;pa�.14;2015;53179;osoba;kobiety
1100000000;15-19;2010;150987;osoba;ogółem
1100000000;15-19;2011;144659;osoba;ogółem
1100000000;15-19;2012;138147;osoba;ogółem
1100000000;15-19;2013;131410;osoba;ogółem
1100000000;15-19;2014;125477;osoba;ogółem
1100000000;15-19;2015;120935;osoba;ogółem
1100000000;15-19;2010;77272;osoba;mężczyźni
1100000000;15-19;2011;74249;osoba;mężczyźni
1100000000;15-19;2012;70899;osoba;mężczyźni
1100000000;15-19;2013;67360;osoba;mężczyźni
1100000000;15-19;2014;64402;osoba;mężczyźni
1100000000;15-19;2015;62219;osoba;mężczyźni
1100000000;15-19;2010;73715;osoba;kobiety
1100000000;15-19;2011;70410;osoba;kobiety
1100000000;15-19;2012;67248;osoba;kobiety
1100000000;15-19;2013;64050;osoba;kobiety
1100000000;15-19;2014;61075;osoba;kobiety
1100000000;15-19;2015;58716;osoba;kobiety
1100000000;20-24;2010;172436;osoba;ogółem
1100000000;20-24;2011;168135;osoba;ogółem
1100000000;20-24;2012;164778;osoba;ogółem
1100000000;20-24;2013;160477;osoba;ogółem
1100000000;20-24;2014;156302;osoba;ogółem
1100000000;20-24;2015;150797;osoba;ogółem
1100000000;20-24;2010;87846;osoba;mężczyźni
1100000000;20-24;2011;85795;osoba;mężczyźni
1100000000;20-24;2012;84146;osoba;mężczyźni
1100000000;20-24;2013;82073;osoba;mężczyźni
1100000000;20-24;2014;79900;osoba;mężczyźni
1100000000;20-24;2015;76844;osoba;mężczyźni
1100000000;20-24;2010;84590;osoba;kobiety
1100000000;20-24;2011;82340;osoba;kobiety
1100000000;20-24;2012;80632;osoba;kobiety
1100000000;20-24;2013;78404;osoba;kobiety
1100000000;20-24;2014;76402;osoba;kobiety
1100000000;20-24;2015;73953;osoba;kobiety
1100000000;25-29;2010;204011;osoba;ogółem
1100000000;25-29;2011;200471;osoba;ogółem
1100000000;25-29;2012;193414;osoba;ogółem
1100000000;25-29;2013;184312;osoba;ogółem
1100000000;25-29;2014;176843;osoba;ogółem
1100000000;25-29;2015;170774;osoba;ogółem
1100000000;25-29;2010;104502;osoba;mężczyźni
1100000000;25-29;2011;102587;osoba;mężczyźni
1100000000;25-29;2012;98801;osoba;mężczyźni
1100000000;25-29;2013;94257;osoba;mężczyźni
1100000000;25-29;2014;90345;osoba;mężczyźni
1100000000;25-29;2015;87128;osoba;mężczyźni
1100000000;25-29;2010;99509;osoba;kobiety
1100000000;25-29;2011;97884;osoba;kobiety
1100000000;25-29;2012;94613;osoba;kobiety
1100000000;25-29;2013;90055;osoba;kobiety
1100000000;25-29;2014;86498;osoba;kobiety
1100000000;25-29;2015;83646;osoba;kobiety
1100000000;30-34;2010;200339;osoba;ogółem
1100000000;30-34;2011;199240;osoba;ogółem
1100000000;30-34;2012;200108;osoba;ogółem
1100000000;30-34;2013;201838;osoba;ogółem
1100000000;30-34;2014;201356;osoba;ogółem
1100000000;30-34;2015;199140;osoba;ogółem
1100000000;30-34;2010;102048;osoba;mężczyźni
1100000000;30-34;2011;101574;osoba;mężczyźni
1100000000;30-34;2012;102269;osoba;mężczyźni
1100000000;30-34;2013;103079;osoba;mężczyźni
1100000000;30-34;2014;103017;osoba;mężczyźni
1100000000;30-34;2015;102089;osoba;mężczyźni
1100000000;30-34;2010;98291;osoba;kobiety
1100000000;30-34;2011;97666;osoba;kobiety
1100000000;30-34;2012;97839;osoba;kobiety
1100000000;30-34;2013;98759;osoba;kobiety
1100000000;30-34;2014;98339;osoba;kobiety
1100000000;30-34;2015;97051;osoba;kobiety
1100000000;35-39;2010;179195;osoba;ogółem
1100000000;35-39;2011;184705;osoba;ogółem
1100000000;35-39;2012;189370;osoba;ogółem
1100000000;35-39;2013;192759;osoba;ogółem
1100000000;35-39;2014;195186;osoba;ogółem
1100000000;35-39;2015;196533;osoba;ogółem
1100000000;35-39;2010;90804;osoba;mężczyźni
1100000000;35-39;2011;93606;osoba;mężczyźni
1100000000;35-39;2012;95942;osoba;mężczyźni
1100000000;35-39;2013;97738;osoba;mężczyźni
1100000000;35-39;2014;98937;osoba;mężczyźni
1100000000;35-39;2015;99652;osoba;mężczyźni
1100000000;35-39;2010;88391;osoba;kobiety
1100000000;35-39;2011;91099;osoba;kobiety
1100000000;35-39;2012;93428;osoba;kobiety
1100000000;35-39;2013;95021;osoba;kobiety
1100000000;35-39;2014;96249;osoba;kobiety
1100000000;35-39;2015;96881;osoba;kobiety
1100000000;40-44;2010;155198;osoba;ogółem
1100000000;40-44;2011;158013;osoba;ogółem
1100000000;40-44;2012;161839;osoba;ogółem
1100000000;40-44;2013;166002;osoba;ogółem
1100000000;40-44;2014;170577;osoba;ogółem
1100000000;40-44;2015;176094;osoba;ogółem
1100000000;40-44;2010;77565;osoba;mężczyźni
1100000000;40-44;2011;79216;osoba;mężczyźni
1100000000;40-44;2012;81251;osoba;mężczyźni
1100000000;40-44;2013;83309;osoba;mężczyźni
1100000000;40-44;2014;85768;osoba;mężczyźni
1100000000;40-44;2015;88590;osoba;mężczyźni
1100000000;40-44;2010;77633;osoba;kobiety
1100000000;40-44;2011;78797;osoba;kobiety
1100000000;40-44;2012;80588;osoba;kobiety
1100000000;40-44;2013;82693;osoba;kobiety
1100000000;40-44;2014;84809;osoba;kobiety
1100000000;40-44;2015;87504;osoba;kobiety
1100000000;45-49;2010;160031;osoba;ogółem
1100000000;45-49;2011;155203;osoba;ogółem
1100000000;45-49;2012;152105;osoba;ogółem
1100000000;45-49;2013;150585;osoba;ogółem
1100000000;45-49;2014;150588;osoba;ogółem
1100000000;45-49;2015;151936;osoba;ogółem
1100000000;45-49;2010;79076;osoba;mężczyźni
1100000000;45-49;2011;76724;osoba;mężczyźni
1100000000;45-49;2012;75048;osoba;mężczyźni
1100000000;45-49;2013;74435;osoba;mężczyźni
1100000000;45-49;2014;74420;osoba;mężczyźni
1100000000;45-49;2015;75230;osoba;mężczyźni
1100000000;45-49;2010;80955;osoba;kobiety
1100000000;45-49;2011;78479;osoba;kobiety
1100000000;45-49;2012;77057;osoba;kobiety
1100000000;45-49;2013;76150;osoba;kobiety
1100000000;45-49;2014;76168;osoba;kobiety
1100000000;45-49;2015;76706;osoba;kobiety
1100000000;50-54;2010;200931;osoba;ogółem
1100000000;50-54;2011;191452;osoba;ogółem
1100000000;50-54;2012;180514;osoba;ogółem
1100000000;50-54;2013;170330;osoba;ogółem
1100000000;50-54;2014;161405;osoba;ogółem
1100000000;50-54;2015;154920;osoba;ogółem
1100000000;50-54;2010;96828;osoba;mężczyźni
1100000000;50-54;2011;92114;osoba;mężczyźni
1100000000;50-54;2012;87249;osoba;mężczyźni
1100000000;50-54;2013;82439;osoba;mężczyźni
1100000000;50-54;2014;78264;osoba;mężczyźni
1100000000;50-54;2015;75372;osoba;mężczyźni
1100000000;50-54;2010;104103;osoba;kobiety
