Kod;Przedszkola/Dzieci/Oddziały;Rok;Wartosc;Jednostka miary
6040000000;miejsca;2011;0;msc.
6040000000;miejsca;2012;0;msc.
6040000000;miejsca;2013;0;msc.
6040000000;miejsca;2014;0;msc.
6040000000;miejsca;2015;0;msc.
6040000000;miejsca;2010;336;msc.
6040000000;miejsca;2011;468;msc.
6040000000;miejsca;2012;507;msc.
6040000000;miejsca;2013;416;msc.
6040000000;miejsca;2014;419;msc.
6040000000;miejsca;2015;570;msc.
6220000000;ogółem;2010;101;ob.
6220000000;ogółem;2011;133;ob.
6220000000;ogółem;2012;152;ob.
6220000000;ogółem;2013;195;ob.
6220000000;ogółem;2014;193;ob.
6220000000;ogółem;2015;179;ob.
6220000000;ogółem;2010;0;ob.
6220000000;ogółem;2011;0;ob.
6220000000;ogółem;2012;0;ob.
6220000000;ogółem;2013;0;ob.
6220000000;ogółem;2014;0;ob.
6220000000;ogółem;2015;0;ob.
6220000000;ogółem;2010;36;ob.
6220000000;ogółem;2011;33;ob.
6220000000;ogółem;2012;31;ob.
6220000000;ogółem;2013;34;ob.
6220000000;ogółem;2014;32;ob.
6220000000;ogółem;2015;32;ob.
6220000000;oddziały;2010;128;-
6220000000;oddziały;2011;197;-
6220000000;oddziały;2012;193;-
6220000000;oddziały;2013;260;-
6220000000;oddziały;2014;259;-
6220000000;oddziały;2015;241;-
6220000000;oddziały;2010;0;-
6220000000;oddziały;2011;0;-
6220000000;oddziały;2012;0;-
6220000000;oddziały;2013;0;-
6220000000;oddziały;2014;0;-
6220000000;oddziały;2015;0;-
6220000000;oddziały;2010;46;-
6220000000;oddziały;2011;42;-
6220000000;oddziały;2012;41;-
6220000000;oddziały;2013;50;-
6220000000;oddziały;2014;45;-
6220000000;oddziały;2015;42;-
6220000000;miejsca;2010;2492;msc.
6220000000;miejsca;2011;3479;msc.
6220000000;miejsca;2012;3802;msc.
6220000000;miejsca;2013;4689;msc.
6220000000;miejsca;2014;4562;msc.
6220000000;miejsca;2015;4373;msc.
6220000000;miejsca;2010;0;msc.
6220000000;miejsca;2011;0;msc.
6220000000;miejsca;2012;0;msc.
6220000000;miejsca;2013;0;msc.
6220000000;miejsca;2014;0;msc.
6220000000;miejsca;2015;0;msc.
6220000000;miejsca;2010;913;msc.
6220000000;miejsca;2011;959;msc.
6220000000;miejsca;2012;929;msc.
6220000000;miejsca;2013;1016;msc.
6220000000;miejsca;2014;955;msc.
6220000000;miejsca;2015;948;msc.
6280000000;ogółem;2010;24;ob.
6280000000;ogółem;2011;29;ob.
6280000000;ogółem;2012;39;ob.
6280000000;ogółem;2013;49;ob.
6280000000;ogółem;2014;58;ob.
6280000000;ogółem;2015;47;ob.
6280000000;ogółem;2010;0;ob.
6280000000;ogółem;2011;0;ob.
6280000000;ogółem;2012;0;ob.
6280000000;ogółem;2013;0;ob.
6280000000;ogółem;2014;0;ob.
6280000000;ogółem;2015;0;ob.
6280000000;ogółem;2010;9;ob.
6280000000;ogółem;2011;12;ob.
6280000000;ogółem;2012;20;ob.
6280000000;ogółem;2013;20;ob.
6280000000;ogółem;2014;22;ob.
6280000000;ogółem;2015;11;ob.
6280000000;oddziały;2010;28;-
6280000000;oddziały;2011;37;-
6280000000;oddziały;2012;49;-
6280000000;oddziały;2013;56;-
6280000000;oddziały;2014;69;-
6280000000;oddziały;2015;56;-
6280000000;oddziały;2010;0;-
6280000000;oddziały;2011;0;-
6280000000;oddziały;2012;0;-
6280000000;oddziały;2013;0;-
6280000000;oddziały;2014;0;-
6280000000;oddziały;2015;0;-
6280000000;oddziały;2010;10;-
6280000000;oddziały;2011;15;-
6280000000;oddziały;2012;23;-
6280000000;oddziały;2013;23;-
6280000000;oddziały;2014;25;-
6280000000;oddziały;2015;12;-
6280000000;miejsca;2010;572;msc.
6280000000;miejsca;2011;824;msc.
6280000000;miejsca;2012;937;msc.
6280000000;miejsca;2013;1180;msc.
6280000000;miejsca;2014;1327;msc.
6280000000;miejsca;2015;995;msc.
6280000000;miejsca;2010;0;msc.
6280000000;miejsca;2011;0;msc.
6280000000;miejsca;2012;0;msc.
6280000000;miejsca;2013;0;msc.
6280000000;miejsca;2014;0;msc.
6280000000;miejsca;2015;0;msc.
6280000000;miejsca;2010;189;msc.
6280000000;miejsca;2011;345;msc.
6280000000;miejsca;2012;483;msc.
6280000000;miejsca;2013;537;msc.
6280000000;miejsca;2014;570;msc.
6280000000;miejsca;2015;249;msc.
