Kod;Rodzaje towarów i usług;Rok;Wartosc;Jednostka miary
3200000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;2,96;zł
3200000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,02;zł
3200000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,08;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,26;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,37;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,39;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,41;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,42;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,44;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,46;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,47;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,53;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,58;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,61;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,66;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,7;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,69;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,67;zł
3200000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,68;zł
3200000000;ciepła woda - za 1m3;1999;0;zł
3200000000;ciepła woda - za 1m3;2000;0;zł
3200000000;ciepła woda - za 1m3;2001;0;zł
3200000000;ciepła woda - za 1m3;2002;0;zł
3200000000;ciepła woda - za 1m3;2003;0;zł
3200000000;ciepła woda - za 1m3;2004;0;zł
3200000000;ciepła woda - za 1m3;2005;0;zł
3200000000;ciepła woda - za 1m3;2006;0;zł
3200000000;ciepła woda - za 1m3;2007;0;zł
3200000000;ciepła woda - za 1m3;2008;13,77;zł
3200000000;ciepła woda - za 1m3;2009;14,57;zł
3200000000;ciepła woda - za 1m3;2010;15,71;zł
3200000000;ciepła woda - za 1m3;2011;16,03;zł
3200000000;ciepła woda - za 1m3;2012;17,11;zł
3200000000;ciepła woda - za 1m3;2013;18,48;zł
3200000000;ciepła woda - za 1m3;2014;19,31;zł
3200000000;ciepła woda - za 1m3;2015;19,83;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,42;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,57;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,63;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;3,33;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;3,46;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;3,51;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;3,63;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;3,95;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;3,95;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;3,96;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;4,52;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;4,58;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;4,68;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;4,95;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;5,09;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;5,27;zł
3200000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;5,13;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,14;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,36;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,54;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;2,08;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;2,19;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;2,25;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,34;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,29;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,35;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,55;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;2,75;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;2,95;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;3,15;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3,42;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,62;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,7;zł
3260000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,77;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,27;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,36;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,38;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,4;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,4;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,42;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,45;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,44;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,48;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,54;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,57;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,62;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,65;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,66;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,64;zł
3260000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,65;zł
3260000000;ciepła woda - za 1m3;1999;0;zł
3260000000;ciepła woda - za 1m3;2000;0;zł
3260000000;ciepła woda - za 1m3;2001;0;zł
3260000000;ciepła woda - za 1m3;2002;0;zł
3260000000;ciepła woda - za 1m3;2003;0;zł
3260000000;ciepła woda - za 1m3;2004;0;zł
3260000000;ciepła woda - za 1m3;2005;0;zł
3260000000;ciepła woda - za 1m3;2006;0;zł
3260000000;ciepła woda - za 1m3;2007;0;zł
3260000000;ciepła woda - za 1m3;2008;16,48;zł
3260000000;ciepła woda - za 1m3;2009;17,39;zł
3260000000;ciepła woda - za 1m3;2010;18,99;zł
3260000000;ciepła woda - za 1m3;2011;19,52;zł
3260000000;ciepła woda - za 1m3;2012;20,68;zł
3260000000;ciepła woda - za 1m3;2013;21,65;zł
3260000000;ciepła woda - za 1m3;2014;22,41;zł
3260000000;ciepła woda - za 1m3;2015;22,27;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,36;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,5;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,55;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;2,73;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;2,81;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;2,88;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;2,8;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;2,99;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;3,01;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;3,22;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;3,48;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;3,88;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;4,1;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;4,03;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;4,18;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;4,05;zł
3260000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;3,73;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,42;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,68;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,81;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;2,12;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;2,29;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;2,4;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,61;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,61;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,65;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,84;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;3,21;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;3,4;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;3,57;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3,72;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,95;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;4,07;zł
4080000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;4,29;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,27;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,33;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,35;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,37;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,39;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,4;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,42;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,44;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,45;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,49;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,55;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,58;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,61;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,65;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,65;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,62;zł
4080000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,63;zł
4080000000;ciepła woda - za 1m3;1999;0;zł
4080000000;ciepła woda - za 1m3;2000;0;zł
4080000000;ciepła woda - za 1m3;2001;0;zł
4080000000;ciepła woda - za 1m3;2002;0;zł
4080000000;ciepła woda - za 1m3;2003;0;zł
4080000000;ciepła woda - za 1m3;2004;0;zł
4080000000;ciepła woda - za 1m3;2005;0;zł
4080000000;ciepła woda - za 1m3;2006;0;zł
4080000000;ciepła woda - za 1m3;2007;0;zł
4080000000;ciepła woda - za 1m3;2008;16,29;zł
4080000000;ciepła woda - za 1m3;2009;18,02;zł
4080000000;ciepła woda - za 1m3;2010;19,25;zł
4080000000;ciepła woda - za 1m3;2011;20,23;zł
4080000000;ciepła woda - za 1m3;2012;21,16;zł
4080000000;ciepła woda - za 1m3;2013;21,13;zł
4080000000;ciepła woda - za 1m3;2014;21,08;zł
4080000000;ciepła woda - za 1m3;2015;21,35;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,89;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;3,08;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;3,26;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;3,5;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;3,68;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;4,83;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;5,22;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;5,41;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;5,45;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;5,67;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;5,8;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;5,35;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;5,18;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;4,8;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;4,36;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;4,29;zł
4080000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;4,66;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,32;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,59;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,79;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;1,99;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;2,12;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;2,21;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,31;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,38;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,48;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,59;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;2,8;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;2,91;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;3,06;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3,21;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,39;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,56;zł
4300000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,68;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,27;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,36;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,4;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,42;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,42;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,44;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,45;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,45;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,5;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,55;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,58;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,62;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,66;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,66;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,63;zł
4300000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,64;zł
4300000000;ciepła woda - za 1m3;1999;0;zł
4300000000;ciepła woda - za 1m3;2000;0;zł
4300000000;ciepła woda - za 1m3;2001;0;zł
4300000000;ciepła woda - za 1m3;2002;0;zł
4300000000;ciepła woda - za 1m3;2003;0;zł
4300000000;ciepła woda - za 1m3;2004;0;zł
4300000000;ciepła woda - za 1m3;2005;0;zł
4300000000;ciepła woda - za 1m3;2006;0;zł
4300000000;ciepła woda - za 1m3;2007;0;zł
4300000000;ciepła woda - za 1m3;2008;14,34;zł
4300000000;ciepła woda - za 1m3;2009;15,5;zł
4300000000;ciepła woda - za 1m3;2010;16,68;zł
4300000000;ciepła woda - za 1m3;2011;17,65;zł
4300000000;ciepła woda - za 1m3;2012;18,53;zł
4300000000;ciepła woda - za 1m3;2013;19,51;zł
4300000000;ciepła woda - za 1m3;2014;20,21;zł
4300000000;ciepła woda - za 1m3;2015;20,51;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,42;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,44;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,46;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;2,8;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;2,86;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;3;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;2,98;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;2,93;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;3,01;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;3,12;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;3,35;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;3,63;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;4,3;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;4,41;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;4,33;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;4,72;zł
4300000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;4,74;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,12;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,38;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,53;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;1,78;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;1,95;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;2,01;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,09;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,12;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,26;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,4;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;2,62;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;2,85;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;3,14;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3,45;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,54;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,74;zł
4320000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,84;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,26;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,35;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,39;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,41;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,41;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,42;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,45;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,45;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,5;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,55;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,58;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,62;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,66;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,66;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,64;zł
4320000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,65;zł
4320000000;ciepła woda - za 1m3;1999;0;zł
4320000000;ciepła woda - za 1m3;2000;0;zł
4320000000;ciepła woda - za 1m3;2001;0;zł
4320000000;ciepła woda - za 1m3;2002;0;zł
4320000000;ciepła woda - za 1m3;2003;0;zł
4320000000;ciepła woda - za 1m3;2004;0;zł
4320000000;ciepła woda - za 1m3;2005;0;zł
4320000000;ciepła woda - za 1m3;2006;0;zł
4320000000;ciepła woda - za 1m3;2007;0;zł
4320000000;ciepła woda - za 1m3;2008;18,67;zł
4320000000;ciepła woda - za 1m3;2009;20,16;zł
4320000000;ciepła woda - za 1m3;2010;20,8;zł
4320000000;ciepła woda - za 1m3;2011;22,08;zł
4320000000;ciepła woda - za 1m3;2012;22,89;zł
4320000000;ciepła woda - za 1m3;2013;24,05;zł
4320000000;ciepła woda - za 1m3;2014;24,29;zł
4320000000;ciepła woda - za 1m3;2015;24,66;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,53;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,76;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,97;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;3,6;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;3,74;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;3,84;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;3,95;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;4,09;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;3,88;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;3,84;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;3,98;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;4,28;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;4,72;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;4,86;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;4,89;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;4,93;zł
4320000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;4,98;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,27;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,52;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,74;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;2,03;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;2,13;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;2,24;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,35;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,43;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,55;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,8;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;3,03;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;3,3;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;3,58;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3,85;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;4,08;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;4,19;zł
5020000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;4,3;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,26;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,35;zł
