Kod;Rodzaje towarów i usług;Rok;Wartosc;Jednostka miary
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,37;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,39;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,39;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,4;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,42;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,42;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,47;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,55;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,59;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,62;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,66;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,65;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,63;zł
5020000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,64;zł
5020000000;ciepła woda - za 1m3;1999;0;zł
5020000000;ciepła woda - za 1m3;2000;0;zł
5020000000;ciepła woda - za 1m3;2001;0;zł
5020000000;ciepła woda - za 1m3;2002;0;zł
5020000000;ciepła woda - za 1m3;2003;0;zł
5020000000;ciepła woda - za 1m3;2004;0;zł
5020000000;ciepła woda - za 1m3;2005;0;zł
5020000000;ciepła woda - za 1m3;2006;0;zł
5020000000;ciepła woda - za 1m3;2007;0;zł
5020000000;ciepła woda - za 1m3;2008;13,83;zł
5020000000;ciepła woda - za 1m3;2009;14,34;zł
5020000000;ciepła woda - za 1m3;2010;15,17;zł
5020000000;ciepła woda - za 1m3;2011;16,17;zł
5020000000;ciepła woda - za 1m3;2012;16,52;zł
5020000000;ciepła woda - za 1m3;2013;16,8;zł
5020000000;ciepła woda - za 1m3;2014;18,15;zł
5020000000;ciepła woda - za 1m3;2015;18,26;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,44;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,52;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,58;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;2,77;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;2,79;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;2,93;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;3;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;3;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;2,98;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;2,95;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;3,11;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;3,35;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;3,57;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;3,88;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;4,04;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;4,27;zł
5020000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;4,27;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,18;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,35;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,51;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;1,71;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;1,84;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;1,98;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,09;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,15;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,23;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,36;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;2,63;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;2,84;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;2,98;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3,12;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,32;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,42;zł
5160000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,53;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,27;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,35;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,37;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,38;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,38;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,4;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,41;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,42;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,47;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,55;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,59;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,62;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,66;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,65;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,63;zł
5160000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,64;zł
5160000000;ciepła woda - za 1m3;1999;0;zł
5160000000;ciepła woda - za 1m3;2000;0;zł
5160000000;ciepła woda - za 1m3;2001;0;zł
5160000000;ciepła woda - za 1m3;2002;0;zł
5160000000;ciepła woda - za 1m3;2003;0;zł
5160000000;ciepła woda - za 1m3;2004;0;zł
5160000000;ciepła woda - za 1m3;2005;0;zł
5160000000;ciepła woda - za 1m3;2006;0;zł
5160000000;ciepła woda - za 1m3;2007;0;zł
5160000000;ciepła woda - za 1m3;2008;13,74;zł
5160000000;ciepła woda - za 1m3;2009;15,49;zł
5160000000;ciepła woda - za 1m3;2010;16,83;zł
5160000000;ciepła woda - za 1m3;2011;17,95;zł
5160000000;ciepła woda - za 1m3;2012;18,17;zł
5160000000;ciepła woda - za 1m3;2013;20,06;zł
5160000000;ciepła woda - za 1m3;2014;21,3;zł
5160000000;ciepła woda - za 1m3;2015;21,43;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,64;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,68;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,71;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;2,83;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;2,91;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;3,06;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;2,99;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;2,96;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;2,91;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;2,88;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;2,95;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;3,1;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;3,24;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;3,25;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;3,18;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;3,18;zł
5160000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;3,45;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,14;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,33;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,48;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;1,73;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;1,78;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;1,87;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;1,93;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;1,99;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,14;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,32;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;2,57;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;2,71;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;3,04;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3,2;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,27;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,33;zł
6040000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,39;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,27;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,35;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,37;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,38;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,39;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,4;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,43;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,44;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,49;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,54;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,57;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,61;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,65;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,66;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,63;zł
6040000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,64;zł
6040000000;ciepła woda - za 1m3;1999;0;zł
6040000000;ciepła woda - za 1m3;2000;0;zł
6040000000;ciepła woda - za 1m3;2001;0;zł
6040000000;ciepła woda - za 1m3;2002;0;zł
6040000000;ciepła woda - za 1m3;2003;0;zł
6040000000;ciepła woda - za 1m3;2004;0;zł
6040000000;ciepła woda - za 1m3;2005;0;zł
6040000000;ciepła woda - za 1m3;2006;0;zł
6040000000;ciepła woda - za 1m3;2007;0;zł
6040000000;ciepła woda - za 1m3;2008;16,39;zł
6040000000;ciepła woda - za 1m3;2009;17,91;zł
6040000000;ciepła woda - za 1m3;2010;17,94;zł
6040000000;ciepła woda - za 1m3;2011;18,64;zł
6040000000;ciepła woda - za 1m3;2012;20,03;zł
6040000000;ciepła woda - za 1m3;2013;21,55;zł
6040000000;ciepła woda - za 1m3;2014;20,49;zł
6040000000;ciepła woda - za 1m3;2015;21,04;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,65;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,64;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,77;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;3,14;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;3,25;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;3,29;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;3,39;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;3,32;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;3,22;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;3,49;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;3,61;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;3,71;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;3,68;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;3,59;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;3,52;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;3,53;zł
6040000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;3,5;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,26;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,48;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,66;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;1,96;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;2,04;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;2,18;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,24;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,13;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,18;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,36;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;2,57;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;2,71;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;2,85;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;3;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,13;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,16;zł
6220000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,22;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,26;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,29;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,36;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,39;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,41;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,41;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,43;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,44;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,45;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,51;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,56;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,59;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,64;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,69;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,7;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,68;zł
6220000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,69;zł
6220000000;ciepła woda - za 1m3;1999;0;zł
6220000000;ciepła woda - za 1m3;2000;0;zł
6220000000;ciepła woda - za 1m3;2001;0;zł
6220000000;ciepła woda - za 1m3;2002;0;zł
6220000000;ciepła woda - za 1m3;2003;0;zł
6220000000;ciepła woda - za 1m3;2004;0;zł
6220000000;ciepła woda - za 1m3;2005;0;zł
6220000000;ciepła woda - za 1m3;2006;0;zł
6220000000;ciepła woda - za 1m3;2007;0;zł
6220000000;ciepła woda - za 1m3;2008;15,97;zł
6220000000;ciepła woda - za 1m3;2009;16,8;zł
6220000000;ciepła woda - za 1m3;2010;17,59;zł
6220000000;ciepła woda - za 1m3;2011;18,51;zł
6220000000;ciepła woda - za 1m3;2012;19,22;zł
6220000000;ciepła woda - za 1m3;2013;20,08;zł
6220000000;ciepła woda - za 1m3;2014;21,53;zł
6220000000;ciepła woda - za 1m3;2015;21,96;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,6;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,5;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,6;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;3,05;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;3,11;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;3,25;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;3,43;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;3,58;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;3,28;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;2,65;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;2,5;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;2,94;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;3,69;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;3,59;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;3,7;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;3,94;zł
6220000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;3,94;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;1999;1,13;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2000;1,31;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2001;1,49;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2002;1,74;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2003;1,86;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2004;1,91;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2005;2,01;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2006;2,05;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2007;2,11;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2008;2,21;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2009;2,37;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2010;2,57;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2011;2,76;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2012;2,89;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2013;3,03;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2014;3,03;zł
6280000000;zimna woda z miejskiej sieci wodociągowej - za 1m3;2015;3,13;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;1999;0,26;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2000;0,28;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2001;0,35;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2002;0,38;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2003;0,39;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2004;0,4;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2005;0,42;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2006;0,44;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2007;0,45;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2008;0,51;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2009;0,55;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2010;0,59;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2011;0,63;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2012;0,69;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2013;0,7;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2014;0,68;zł
6280000000;energia elektryczna dla gospodarstw domowych (taryfa G-11) - za 1kWh;2015;0,69;zł
6280000000;ciepła woda - za 1m3;1999;0;zł
6280000000;ciepła woda - za 1m3;2000;0;zł
6280000000;ciepła woda - za 1m3;2001;0;zł
6280000000;ciepła woda - za 1m3;2002;0;zł
6280000000;ciepła woda - za 1m3;2003;0;zł
6280000000;ciepła woda - za 1m3;2004;0;zł
6280000000;ciepła woda - za 1m3;2005;0;zł
6280000000;ciepła woda - za 1m3;2006;0;zł
6280000000;ciepła woda - za 1m3;2007;0;zł
6280000000;ciepła woda - za 1m3;2008;13,87;zł
6280000000;ciepła woda - za 1m3;2009;15,28;zł
6280000000;ciepła woda - za 1m3;2010;16,88;zł
6280000000;ciepła woda - za 1m3;2011;16,83;zł
6280000000;ciepła woda - za 1m3;2012;17,86;zł
6280000000;ciepła woda - za 1m3;2013;18,31;zł
6280000000;ciepła woda - za 1m3;2014;18,62;zł
6280000000;ciepła woda - za 1m3;2015;19,04;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;1999;2,4;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2000;2,46;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2001;2,47;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2002;2,56;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2003;2,58;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2004;2,57;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2005;2,56;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2006;2,53;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2007;2,72;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2008;2,73;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2009;2,94;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2010;3,1;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2011;3,11;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2012;3,21;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2013;3,42;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2014;3,34;zł
6280000000;centralne ogrzewanie lokali mieszkalnych - za 1m2;2015;3,26;zł
